,Unnamed: 0,title,author,genre,platform,story,rate,keywords
0,0,마물전담부대,염손,"스토리, 판타지",네이버 웹툰,"마법혁명으로 근대화를 이룬 판타지 세계.
하지만 이러한 세계에서도 마물은 여전히 인류를 위협하는 요소였고,
이를 위해 각 국가는 마물 퇴치를 위한 조직 &lt;마물전담부대&gt;를 조직한다.

평범한 소시민이었던 리건은 엉겁결에 &lt;마물전담부대&gt;에 입대하게 되고,
여기서 열심히 구르며 고생하는 리건의 이야기가 시작된다.
본의 아니게 입대를 하게 되었지만 신입 부대원은 자신 한명 뿐이었고,
선임들의 집중교육과 목숨이 오가는 전투 속에서 리건은 점점 강해진다.
하지만 리건이 상대하는 마물 역시 만만치 않은 존재이기에
리건은 눈물 겨운 사투는 계속 이어진다…!",9.11,"['부대', '마물', '전담', '입대', '마법']"
1,1,불릿,김도근,"스토리, 스포츠",네이버 웹툰,"축구부 에이스, 좋아하는 선배에게 고백하려 했는데... 에어소프트 게임 마스터가 된다?!",9.89,"['게임', '고백', '마스터', '소프트', '선배']"
2,2,더,공현곤,"스토리, 스릴러",네이버 웹툰,수천년 전 조상들의 경주로 정해진 12인의 운명. 자리를 지키려는 1등과 바꾸려는 12등의 살벌한 대결!,9.94,"['경주로', '대결', '운명', '자리', '인의']"
3,3,각자의,오묘,"스토리, 로맨스",네이버 웹툰,"헤어졌지만 헤어지지 않은 사이
솔직하지 못한 우리들 어떻게 될까요?",9.97,['사이']
4,4,노선도,효기,"스토리, 스릴러",네이버 웹툰,"암호화폐 투자 실패로 모든 걸 잃은 평범한 40대 회사원 '권한수'.
절망한 그의 앞에 우연히 현금 20억이 든 황금색 캐리어가 나타나지만,
오히려 점점 더 깊은 함정에 빠지고 만다.",9.82,"['권한', '모든', '암호', '절망', '캐리어']"
5,5,말하는대로,무브,"스토리, 드라마",네이버 웹툰,"꿈도 목표도 없이 하루하루를 살아가던 평범한 고등학교 3학년생 주현. 
어느 날부터 갑자기 그녀가 말하는 모든 것들이 실제로 이루어지게 된다.
특별한 능력을 가지게 되었지만, 그만큼 말하는 것이 편하지만은 않은데... 
그녀의 평범하고 반복적이던 일상이 조금씩 뒤틀리기 시작한다!",9.9,"['갑자기', '고등학교', '모든', '목표', '제로']"
6,6,연주동,후던잇,"스토리, 스릴러",네이버 웹툰,"프로파일러가 되고 싶은 평범한 고3 권성찬.
고등학교 졸업 후 대학을 안 가겠다 선언해 부모님과 크게 갈등한다.

늦게 하교하며 가족들과 냉랭하게 지내던 어느 비 오는 밤,
성찬의 집에서 일가족이 살해당하는 사건이 발생하게 되는데 성찬의 손에 흉기가 들려 있다.

현장에서 바로 잡혀간 성찬은 본인의 누명을 벗고, 살인사건의 진실을 파헤치기 위해 가족의 흔적을 추적해간다.
성찬은 몰랐던 가족들의 모습을 알아가며 진범을 잡을 실마리를 하나씩 풀게 된다.",9.58,"['성찬', '가족', '사건', '간다', '누명']"
7,7,의도적,보민,"스토리, 스릴러",네이버 웹툰,"미지의 바이러스 창궐 
극한의 상황 속에서 펼쳐지는 
그들의 의도적인 외면",9.57,"['바이러스', '극한', '미지', '상황', '외면']"
8,8,맘마미안,미티 / 구구,"스토리, 드라마",네이버 웹툰,"아들보다 어려진 엄마?!
다 큰 아들의 목숨을 건 엄마 뒷바라지!",9.96,"['뒷바라지', '목숨', '아들', '엄마']"
9,9,로맨스는,박시현 / 라미아,"스토리, 로맨스",네이버 웹툰,무자비한 킬러 '사냥개' 현주와 순수한(?) 마약판매상 정우가 펼치는 액션로맨스코미디.,9.12,"['로맨스', '마약', '액션', '사냥', '킬러']"
10,10,대디고라운드,희나리,"스토리, 드라마",네이버 웹툰,"승미는 어렸을 때 부모님이 이혼한 뒤 연락이 끊긴 아빠, 민석을 우연히 다시 만나게 된다.
그 동안 잊고 지냈던 아빠라는 사람에 대한 호기심 때문에 적극적으로 친해지려 노력하는 승미. 
하지만 새로 만난 아빠에게서 전형적인 아버지상은 찾아볼 수 없다. 
이런 저런 이유로 오해가 생기기도 하고 서운한 감정도 생기지만 왠지 아빠와 지내는 시간들이 즐겁고 행복하다.",8.27,"['아빠', '노력', '대한', '동안', '때문']"
11,11,도리내리,사영,"스토리, 로맨스",네이버 웹툰,"신선의 인간 제자 사화는 변신술을 다루는 귀(鬼)인 다루를 만난다.
그와의 만남을 통해 사화는 자신을 소망을 깨닫고 진정한 인간의 삶을 살고 싶다며 스승인 백화 신선에게 간청하고,
스승은 사화에게 일어날 어떤 일을 짐작하고 이를 허락한다.
때마침 황궁에서 인재를 뽑는다는 방이 마을에 붙고,
사화는 가온이라는 사내와 함께 섬을 벗어나 황궁으로 가는 배에 올라타는데….",9.72,"['사화', '인간', '신선', '스승', '통해']"
12,12,아내를,희나리,"스토리, 스릴러",네이버 웹툰,"친구와 술을 마신 후 곯아떨어진 ‘정호’는 숙취로 눈을 뜬 다음 날 아침,
 별거 중이던 아내 ‘미영’이 살해당했다는 충격적인 소식을 듣게 된다. 
그 순간, 자신의 옷에 묻은 핏자국과 피 묻은 칼을 발견한 ‘정호’.
 가장 강력한 용의자로 지목된 그는 경찰의 눈을 피해 도망친다.
알리바이를 입증하고 싶지만 전날의 술로 인해 필름이 끊겨 있는 정호는, 
부분부분 떠오르는 기억의 조각들을 붙잡고, 또 어젯밤같이 술을 마신 친구를 
비롯한 다른 주변 인물들의 진술을 토대로 자신의 어제 행방을 추적하면서 무죄를 입증하려 한다. 
그런데 자신의 기억과 주변의 이야기들을 조각조각 맞추다 보니 
정말 내가 아내를 죽였을지도 모른다 라는 생각에 이르게 된다.  
&lt;아내를 죽였다&gt;는 숙취 가득한 정호가 누명을 벗기 위해 또한 
아내의 죽음을 둘러싼 진실을 파헤치기 위해 죽을 힘을 다하는 하루 동안의 현재 이야기와 
정호와 아내 미영이 별거까지 갈 수 밖에 없었던 그의 어두운 과거 이야기가 두 개의 축으로 엮이면서 
이 사건의 진실에 접근해가는 구성으로 끝까지 긴장감을 유지하며 충격적인 결말까지 이어진다. 
2019년 이시언 주연의 영화로 개봉, 호평을 받았다.",9.41,"['정호', '자신', '아내', '충격', '숙취']"
13,13,오늘또오늘,희나리,"스토리, 드라마",네이버 웹툰,"헤어진 여자친구로부터 넘겨받은 부채로 인해 하루 아침에 완전히 꼬이는 인생을 살게 되는 용수.
사채업자의 압력에서 벗어나고자 고군분투하던 중, 마침 찾아온 장마철.
용수는 수재민 모금 비디오를 찍어 일확천금을 꿈꾼다.
친구 진태와 사채업자 봉팔까지 합세하여 이 새로운 사업에 매진하게 된다.
처음엔 잘 나가는 듯해 보이던 이 사업은, 장마가 그침으로써 망하게 되고, 
용수들은 더 큰 빚더미에 앉게 된다.

그 뒤로 새로운 모금 아이템을 찾아 계속적인 모금 비디오를 만들지만 
양심의 가책과 경찰 수사망에 쫓기는 신세가 되어 버린 용수들.
그 속에서 그의 진심을 알아주는 단 한 명의 여자, 정아와의 로맨스.
그러나, 결국 용수들은 그들의 무거운 양심의 짐을 벗고 참회하는 방법을 택하게 된다.",9.07,"['용수', '비디오', '모금', '사채', '업자']"
14,14,토끼대왕,김숭늉,"스토리, 스릴러",네이버 웹툰,"살인마 교생, 왕따를 구원하다.",9.92,"['교생', '구원', '살인마', '왕따']"
15,15,복학생,한짜장,"스토리, 드라마",네이버 웹툰,"22살 정순이가 춘장 고등학교에 복학을 한다. 
무덤덤한 자연인 순이에게 관심을 보이는 중2병 친구들. 
과연 순이는 고등학교를 무사히 마무리할 수 있을까?",9.96,"['순이', '고등학교', '과연', '관심', '마무리']"
16,16,살人스타그램,령,"옴니버스, 스릴러",네이버 웹툰,"[SNS 잔혹 스릴러 시즌2]
귀신마피아게임에 초대되었습니다.
플레이어 중에 사람을 죽이는 귀신이 숨어있습니다. 누구일까요? 투표를 시작하겠습니다. 5,4,3,2...1.",9.61,"['귀신', '마피아게임', '시즌', '잔혹', '초대']"
17,17,당신의,호우,"옴니버스, 드라마",네이버 웹툰,"향기를 타고 잊지 못하는 순간으로 다시 한 번 돌아갈 수 있다면? 
그리운 순간의 향기를 향수로 만드는 조향사 J와 그 향기에 이끌려 찾아오는 손님들의 이야기. 당신의 향수.",9.98,"['다시', '당신', '순간', '손님', '타고']"
18,18,스몰,을승,"스토리, 로맨스",네이버 웹툰,"네 앞에 서면 왜 난 자꾸...♡
좋아하는 이성과 함께 있으면 
자꾸만 작아지는 것 같은 기분, 한 번쯤 다들 경험해 봤지? 
문제는 정말 몸까지 줄어든다구!",9.93,"['문제', '정말', '기분', '경험', '이성']"
19,19,도를,이건 / 요엘,"스토리, 판타지",네이버 웹툰,"전래동화가 이렇게 꼬인다고? 제대로 약빤(?) 동화가 시작된다!
전우치의 장손, 전우진의 신입 도사 도전기",9.9,"['도사', '신입', '장손', '전기', '전우']"
20,20,불티,박시현 / 오른손,"스토리, 스릴러",네이버 웹툰,"화학약품이나 폭발물을 제조해 사기, 협박 등을 하며 살고 있는 봉준. 
타깃으로 삼았던 건물이 폭발해버리고, 영문도 모른 채 연쇄 폭탄 테러범이라는 누명을 쓰고 만다.",9.46,"['건물', '누명', '약품', '영문', '타깃']"
21,21,제7원,남정훈 / 김태헌,"스토리, 스릴러",네이버 웹툰,"‘낯 선 감방에서 눈을 뜬 남자 4310. 
그는 자신이 기억을 잃었다는 것과 아울러 이 감방엔 문이 없는 사방이 벽뿐이라는 사실을 알게 된다!’",9.29,"['감방', '기억', '남자', '사방', '사실']"
22,22,DEY,DEY,"옴니버스, 스릴러",네이버 웹툰,"[데드데이즈] DEY작가의 새로운 공포 단편선
기발하고 소름 돋는 무서운 이야기들로 만들어 낸 실험적인 옴니버스 공포웹툰.",9.8,"['공포', '단편', '버스', '데드', '이야기']"
23,23,금혼령-조선혼인금지령,천지혜 / 산책,"스토리, 로맨스",네이버 웹툰,"7년째 이어진 조선혼인금지령?!
왕을 상대로 한 인생 사기극",9.96,"['상대로', '금지', '사기', '이어진', '인생']"
24,24,재혼,"알파타르트,히어리 / 숨풀","스토리, 로맨스",네이버 웹툰,"동대제국의 완벽한 황후였던 나비에.
?황제인 남편이 정부를 황후로 만들려는 것을 알고 이혼을 택한다. 그리고 결심한다.
이곳에서 황후가 될 수 없다면 다른 곳에서 황후가 되겠다고.
인기 웹소설 &lt;재혼 황후&gt;가 웹툰화되다!",9.97,"['황후', '나비', '남편', '이혼', '택한다']"
25,25,당신의,고태호,"스토리, 드라마",네이버 웹툰,"모든 것을 잃어버린 17년. 그래도 아직... 살아있다.
나를 살인자라 손가락질한 당신들은... 무죄입니까?",9.96,"['당신', '무죄', '살인', '자라', '손가락질']"
26,26,늑대가,김민희,"스토리, 드라마",네이버 웹툰,"엄마의 재혼을 창의적으로 반대하다 깡촌의 대안학교로 쫓겨난 사고뭉치 금수저 김순한. 
알고 보니 대안 학교 '두손고'의 친구들은 모두 늑대인간?!",9.8,"['늑대', '대안', '뭉치', '사고', '수저']"
27,27,흥부놀부전,황동,"스토리, 판타지",네이버 웹툰,"전래동화 흥부놀부 이후. 다시 제비를 쫓아가는 흥부와 놀부의 목적은 복수?! 
한국 전래동화의 기록되지 않은 후일담(?)을 다룬 열혈 무협 판타지 액션물!",9.58,"['다시', '동화', '복수', '기록', '무협']"
28,28,죽여주는,뻥 / 조은,"스토리, 스릴러",네이버 웹툰,"타인의 거짓말을 꿰뚫어보는 고교생 백아. 
거짓으로 사건을 만들어내는 탐정을 만나고, 
세상에 그의 진실을 밝혀내야 한다.",9.9,"['거짓', '거짓말', '고교생', '세상', '사건']"
29,29,뫼신,윤현승 / 방승현,"스토리, 판타지",네이버 웹툰,"신령과도 같은 짐승 뫼신.
떠돌이 무사 한세희는 그들을 사냥하고, 
그의 앞에 신비한 힘을 가진 소녀가 나타나는데...",9.92,"['무사', '떠돌이', '뫼신', '사냥', '소녀']"
30,30,셈하는,면지,"스토리, 로맨스",네이버 웹툰,"사람의 마음을 1에서 100까지의 '숫자'로 볼 수 있는 권모란.
괴상한 능력을 없애기 위한 파란만장 고교생활이 시작된다!",9.97,"['고교', '능력', '모란', '마음', '숫자']"
31,31,"소년,",수진,"스토리, 로맨스",네이버 웹툰,"한번 사귀면 한 달 동안만 사귀어 '한달동'이라 불리는 한재동.
진짜 사랑을 믿지 않던 그에게 사랑이 찾아왔다.",9.68,"['동안', '사랑', '재동', '한번', '진짜']"
32,32,줄라이,신건우,"스토리, 로맨스",네이버 웹툰,"아이돌과 합주 팀원이 되야 한다고?!
한국예술대학교 실용음악과에 재학중인 여주 한주리.
?주리는 합주 시간에 팀원을 구하지 못하게 되고 기숙사에서 쫒겨날 판에 쳐하게 된다.
?기숙사에서 쫒겨나지 않으려면 팀을 구해야 하는데...
?남은 사람은 아이돌스타 블루?",6.88,"['아이', '기숙사', '대학교', '재학', '중인']"
33,33,하슬라,까를로스 / 유상진,"스토리, 액션",네이버 웹툰,"일곱 번 타인의 삶을 구하면 한 번의 살인이 무죄가 되는 도시 하슬라.
처절한 복수를 꿈꾸는 도진. '피의 도시' 하슬라에서 사마리안이 되다.",9.91,"['도시', '도진', '마리', '복수', '안이']"
34,34,합격시켜주세용휴재,이온,"스토리, 판타지",네이버 웹툰,"천년째 용이 되려는 수험생 바리와
전설의 과외선생 찬영이의 낙동강 용 합격 수기",9.98,"['수험생', '과외', '낙동강', '바리', '선생']"
35,35,감히,희나리,"스토리, 스릴러",네이버 웹툰,"진실을 향한 입과 귀를 틀어막고 짓누르는 그들. 
이제 죽음에서 자유로워진 그녀의 복수가 시작된다.",9.91,"['워진', '복수', '시작', '이제', '자유로']"
36,36,인터셉트,임주이,"에피소드, 로맨스",네이버 웹툰,"비 오는 날이면 늘 안 좋은 일만 생기던 그녀에게 처음으로 내린 따스한 비.
사랑에 지친 윤서에게 새로운 사랑이 찾아온다!",9.94,"['사랑', '윤서', '일만', '처음']"
37,37,별종,이무기,"스토리, 드라마",네이버 웹툰,"이방인이 지구에 방문했다.
불행은 그 때부터 시작되었다.
예측불허 전개의 SF 스릴러.",9.94,"['방문', '불행', '불허', '스릴러', '시작']"
38,38,지금은,자유,"스토리, 로맨스",네이버 웹툰,"주인공 하얀은 고고학과 2학년. 
어릴 적 꿈을 좇아 고고학과에 입학했지만 상상과는 다른 전공 내용, 취업 등의 
현실적인 문제 때문에 전과해야 하는 것은 아닌지 계속 고민 중이다.
 그러던 중 하얀은 뜻밖에도 우리나라의 고대사를 뒤엎을 만한 
역사적 유물 조사의 연구 장학생으로 선택되면서 다시 한 번 고고학에 대한 열정을 불태우기로 하는데...",9.85,"['고고학', '내용', '다른', '상상', '전공']"
39,39,알바걸과,수진,"스토리, 드라마",네이버 웹툰,"집안 사정으로 휴학을 한 미대생 '나탈리'.
그녀는 낮에는 빵집, 밤에는 편의점 알바를 한다.
그런 그녀 앞에 동네 백수 일명 워킹(walking)맨 '주드로'가 나타난다.",9.72,"['나탈리', '빵집', '사정', '알바', '집안']"
40,40,피플,서승준 / 손창균,"스토리, 드라마",네이버 웹툰,"평범한 삶을 원하는 선장과 선원들.
바다 한 가운데서 펼쳐지는 그들의 긴박한 이야기.",9.82,"['가운데', '바다', '선원', '이야기', '선장']"
41,41,뱀파이어의,카나리아 / 동물,"스토리, 로맨스",네이버 웹툰,"500년 만에 인간 세상에 나타난 뱀파이어, 루베르이와 인간 계약자 서영의
'뱀파이어 꽃'을 찾는 숨 막히는 모험과 사랑을 그린 뱀파이어 로맨스.
※본 작품은 시리즈 오리지널 작품으로 네이버웹툰에서 듀얼연재됩니다.※",9.86,"['로맨스', '루베', '그린', '사랑', '계약']"
42,42,인간의,이재익 / 양세준,"스토리, 드라마",네이버 웹툰,"형사와 기자 그리고 이상한 소년.
일어나선 안 될 사건들.
진실을 향한 치열한 추적이 시작된다.",9.91,"['기자', '나선', '소년', '사건', '진실']"
43,43,미스테리,고경빈,"스토리, 스릴러",네이버 웹툰,"인간들은 내 장난감이야. 난 인간들이 좋아.
불가사의한 존재들, 그리고 그들이 보여주는 ""당신이 가장 아름답게 빛나는 순간.""",9.68,"['인간', '가장', '당신', '순간', '존재']"
44,44,유니버스,고경빈,"스토리, 스릴러",네이버 웹툰,"단지 지루하다는 이유로 999개의 평행우주를 창조한 미지의 존재 001.
001이 안내하는 기묘한 세계들의 기묘한 이야기들.",9.72,"['단지', '미지', '세계', '이야기', '존재']"
45,45,바이러스X,준 / 하랑,"스토리, 스릴러",네이버 웹툰,"사망률 100%의 바이러스의 출현으로 초토화가 된 인류, 
감염 경로도 모른 채 백신을 기다리는 사람들...
이 파국의 끝은 어디인가?!!",7.22,"['사망률', '감염', '경로', '바이러스', '백신']"
46,46,민간인,OSIK,"스토리, 스릴러",네이버 웹툰,"GP 그 이면에 감춰져있던 차마 말하지 못했던 이야기들. 
진실은 감출수록 좋다.",9.95,"['이야기', '진실', '차마', '이면']"
47,47,꼬리,진하 / 헤폰,"스토리, 로맨스",네이버 웹툰,"""나무꾼의 환생과 결혼하지 않으면 여우가 된다고?!!""
운명의 상대를 찾기 위한 윤하의 고군분투 연애담이 시작된다.",9.93,"['여우', '결혼', '나무꾼', '분투', '상대']"
48,48,전자오락수호대,가스파드,"스토리, 판타지",네이버 웹툰,"아무도 모르게 게임을 굴리는 비밀의 일꾼들.
최고 요원 패치의 게임 조난 굴곡사!",9.97,"['게임', '굴곡', '굴리', '요원', '조난']"
49,49,필살VS로맨스,구르,"스토리, 개그",네이버 웹툰,"무협 만화 같은 여자 ‘유비’. 순정 만화 같은 남자 ‘신우’.
자신의 장르대로 살아가던 두 사람의 순탄치 않은 썸타기!
만화의 정석대로 해피엔딩을 이룰 수 있을까?!",9.98,"['신우', '여자', '남자', '사람', '순탄']"
50,50,혼신,임리나,"스토리, 판타지",네이버 웹툰,원귀를 성불시키기 위해 신으로부터 선택받은 ‘사도’와 그러한 사도를 감시하며 보좌하는 ‘감시자’들,9.62,"['사도', '감시', '보좌', '선택', '성불']"
51,51,그,김현,"스토리, 로맨스",네이버 웹툰,"사랑에 집착하는 희범.
공부에만 집중하고픈 유원. 
10대의 마지막 여름, 이들과 마주한 주미. 
성장통을 겪는 소년 소녀들의 드라마",9.91,"['성장', '소녀', '공부', '마주', '사랑']"
52,52,인어를,용찬,"스토리, 로맨스",네이버 웹툰,"헤엄에 서툰 인어를 위한 수영 교실! 
초아는 수영을 배워 그리워하던 바다로 다시 돌아갈 수 있을까?",9.98,"['바다로', '교실', '다시', '수영', '인어']"
53,53,홍시는,강하다 / 웃는해,"에피소드, 로맨스",네이버 웹툰,"스무 살 고3 홍시호가 전학 왔어요! 방긋방긋 웃는 모습 뒤에는 어떤 비밀이...?
단내 나는 홍시가 예쁘게 여물어가는 이야기.",9.97,"['홍시', '단내', '모습', '물어', '비밀']"
54,54,도롱이,사이사,"스토리, 드라마",네이버 웹툰,"유일무이 이무기 백정 집에서 태어난 권삼복! 
처음으로 자연산 이무기와 마주하게 된다.",9.97,"['삼복', '마주', '백정', '유일', '이무기']"
55,55,스포휴재,이강,"스토리, 스릴러",네이버 웹툰,"어느 날 정체를 알 수 없는 괴생명체들과 우주선의 습격으로 모든 일상이 붕괴된다!
위기의 순간, 미래를 알려주는 메시지 '스포'가 승호의 머릿속으로 날아오는데...
평범한 고등학생이었던 승호는 가족을 찾기 위해서 괴생명체들이 돌아다니는 위험한 도시로 뛰어든다.
&lt;감염자&gt; 이강 작가의 신작!",9.91,"['생명체', '메시지', '미래', '순간', '가족']"
56,56,고수,류기운 / 문정후,"스토리, 판타지",네이버 웹툰,"&lt;용비불패&gt; 최강의 콤비가 무협의 전설을 다시 쓰다! 
천하제일의 고수 강룡. 그리고 수많은 다른 고수들의 이야기.",9.97,"['다시', '무협', '불패', '용비', '전설']"
57,57,"꿀잠,",진하 / 김윤지,"스토리, 로맨스",네이버 웹툰,"""자... 자고 싶어요!""

완벽한 워라밸을 유지하던 재영의 일상은 심각한 불면증으로 산산조각 났다.
야근 중에 쪽잠을 자던 어느날, 우연히 듣게 된 선우의 목소리는 재영을 달콤한 꿀잠으로 인도하고…
회사에서 다시 마주친 선우에게 다짜고짜 자신을 좀 재워달라고 말하는 재영!
그런데 선우가 취임식에서 도망쳤다던 회사 대표님이라고?!

꿀잠 라이프를 위해 선우의 목소리가 필요한 재영과 대표직 사수를 위해 목소리 콤플렉스를 극복해야 하는 선우의 로맨틱 코미디",9.28,"['재영', '다시', '라이프', '회사', '달라']"
58,58,싸이코,기송 / 넴가,"스토리, 액션",네이버 웹툰,"종잡을 수 없는 싸이코 스트리머 네온마스크가
전국의 모든 일진조직들을 상대로 전쟁을 벌인다.
“너희가 나의 가족을 빼앗았으니
나는 너희의 모든 걸 짓밟아주마.”",9.31,"['모든', '네온', '리머', '마스크', '상대로']"
59,59,정보전사,이작가,"스토리, 액션",네이버 웹툰,"간첩 202호! 작전명 한라혈통!
관종의 임무를 완수하고 자유를 얻어라.",9.28,"['임무', '간첩', '완수', '자유', '작전']"
60,60,가비지타임휴재,2사장,"스토리, 스포츠",네이버 웹툰,"열혈따윈 개나 줘.
낙오자들 뿐인 농구부의 운명은?",9.96,"['농구', '부의', '오자', '운명']"
61,61,신이,건치 / 호진,"스토리, 판타지",네이버 웹툰,"이승과 저승 사이, 신의 피가 흐르는 아이들을 위한 무당학교에
'예언의 아이'가 나타났다.",9.91,"['무당', '사이', '신의', '예언', '아이']"
62,62,스테어스,옹구,"스토리, 판타지",네이버 웹툰,"세상의 끝에는 '월 스테어'가 있고, 그 끝에는 모든 것이 있을 것이다.
한계를 넘어 세상의 끝에서 가장 강한 자로 태어나라!",9.56,"['세상', '가장', '자로', '한계', '스테']"
63,63,용련,실,"스토리, 로맨스",네이버 웹툰,"물의 나라 수오국은 용족이 다스리는 다섯 지역이 모인 연맹국.
왕족은 여의 보주, 용련을 반려로 맞아 용왕이 되며 이 혼인식을 용련제라 한다.
어느 날, 용련제 도중 하늘에서 사람이 떨어진다.
그 사람은 바로 '문희'.
원래 용련이여야만 했던 ‘백사홍’ 대신 그녀가 진짜 용련으로 추대된다.
평범한 회사원이었던 문희는 졸지에 수오국의 용련이 되면서 용이라 불리는 '류완'과 결혼해야 하는 처지에 놓이는데...",9.72,"['수오', '련제', '물의', '보주', '여의']"
64,64,상연,YooN,"스토리, 드라마",네이버 웹툰,"세상에는 시스템으로 처리하지 못하고 새어나오는 오물들이 존재한다.
상연은 의뢰를 받아 그런 성범죄자들을 처리하는 사냥꾼이다.

낮에는 평범한 편의점 알바생이지만 밤이 되면 성범죄자들을 사냥하는 이중생활을 이어가던 어느날, 
또 한 명의 오물을 처리한 상연은 같은 성범죄를 수사하던 경찰의 예기치 않은 기습 수사에 증거를 남기고 현장을 떠나게 된다.",9.56,"['처리', '오물', '범죄자', '경찰', '수사']"
65,65,사장님을,박성현,"스토리, 개그",네이버 웹툰,"얼떨결에 죽어 스마트폰이 된 39살 대기업 천재 CEO 선주,
얼떨결에 그 스마트폰을 주운 29살 취준생 인성,
아홉수 두 사람이 힘을 합쳐 살인범을 찾는다.",9.94,"['대기업', '사람', '살인', '아홉수', '스마트']"
66,66,두근두근,서혜은 / 박래모,"스토리, 로맨스",네이버 웹툰,"모든 게 완벽한 탑스타 서건우, 만만치 않은 신인 민서연에게 반해버렸다.",9.94,"['건우', '모든', '민서', '신인', '스타']"
67,67,스트러글휴재,윤준식 / 백지운,"스토리, 액션",네이버 웹툰,"친구의 억울한 죽음 이후 도망치듯 강원도 오지의 대안학교로 간 은가비.
그곳에서 비밀스러운 수련법을 받아들이게 되는데... 은가비의 본격적인 복수가 시작된다!",9.2,"['강원도', '대안', '오지', '이후', '죽음']"
68,68,여름은,JQ / ZK,"스토리, 드라마",네이버 웹툰,"어둠을 삼키는 흑룡’ 이라 불리는 동대정고 최강자  ‘신서용’.
그의 앞에 둘도 없는 친구  ‘피를 뿌리는 적룡, 한대용＇의 여동생 ‘한여름’이 나타난다. 
예측불허 여름과 얽히며 벌어지는 학원 코믹 성장물",9.44,"['불허', '여름', '예측', '장물', '코믹']"
69,69,스윗솔티,달삐,"스토리, 드라마",네이버 웹툰,"이번 알바는 잘리면 안 된다!!
욱하는 성격에 매번 사고만 치는 경찰 준비생의 성질 개조 알바가 시작됩니다.",9.97,"['개조', '경찰', '매번', '성질', '알바']"
70,70,오일머니,정하용 / 펜촉,"스토리, 드라마",네이버 웹툰,"대한민국의 혈관, 송유관에서 기름을 훔친다! 도유꾼들의 석유쟁탈 범죄액션!",9.95,"['기름', '대한민국', '도유', '범죄', '석유']"
71,71,평화선도부,최경민 / 용성,"스토리, 액션",네이버 웹툰,"선도 시켜 주마!’
학교폭력으로 얼룩진 ‘구천’, 막나가는 구천의 일진들을 선도시키기 위해 &lt;평화선도부&gt;가 태어났다!",8.82,"['위해', '구천', '선도', '일진', '주마']"
72,72,도플갱어의,킹스날 / 쥐주,"스토리, 스릴러",네이버 웹툰,"여고에서 시작된 시한폭탄 같은 게임! 
수업종료종이 울릴 때마다, 한 명씩 영혼을 빼앗긴다.",9.93,"['게임', '수업', '시한', '시작', '종료']"
73,73,도망자,신영우,"스토리, 판타지",네이버 웹툰,"감옥에 수감된 하태수, 그를 죽이려는 잭, 그를 지키려는 강정오.
쫓고 쫓기는 세 명이, 차량전복으로 동시에 기억상실증에 걸리게 되는데...
&lt;키드갱&gt; 신영우 작가의 코믹액션이 돌아왔다!",9.88,"['액션', '작가', '감옥', '드갱', '실증']"
74,74,아테나,케이사르,"스토리, 판타지",네이버 웹툰,"이런 여신님은 처음!
어느 여신님의 수천년에 걸친 애절한 짝사랑 이야기",9.88,"['여신', '이야기', '짝사랑', '천년', '처음']"
75,75,커피도둑,유지별이,"스토리, 판타지",네이버 웹툰,"학교 뒷산에 있는 카페 &lt;커피도둑&gt; 
그곳에 '시간을 사는 남자'가 있다는 소문이 퍼진다. 
1년 전, 사고를 당한 '유나래'는 저승사자 '새우'와 함께 그곳으로 찾아가 다시 살아나기 위해 시간을 훔치려 하는데...",9.95,"['시간', '남자', '도둑', '카페', '뒷산']"
76,76,장단에,햇님,"스토리, 로맨스",네이버 웹툰,"초단신 보람과 일진농구부 최겸의
너무 다른 반전 개그 로맨스!",9.83,"['개그', '농구', '다른', '반전', '로맨스']"
77,77,달달한,S / 날치,"스토리, 로맨스",네이버 웹툰,"세계 인구가 급증하자 피가 풍족해진 뱀파이어들은 피의 맛과 질을 고르기 시작했다.
그후 인간의 피를 와인처럼 숙성시켜 마시는 시대가 왔다.
그 중 최고의 와인제작사 킹스턴 와이너리의 대표자리를 친형에게 빼앗긴 해리는 한국에서 작은 와인바에서 혈액 브로커로 살아간다. 
어느 날, 해리를 찾아온 여고생 연서가 천문학적인 가치의 피를 가졌음을 알고 연서에게 혈액제공 독점계약을 제안한다. 
돈이 필요한 연서는 계약을 받아들이고 해리의 관리를 받게 되면서 종을 초월한 로맨스가 싹터가는데...",9.68,"['해리', '혈액', '와인', '연서', '계약']"
78,78,서브,소이,"에피소드, 로맨스",네이버 웹툰,"서브 병에 걸려 메인 남주보다 서브를 안쓰러워하며 사랑하는 연이.
최근 빠진 순정만화에서 서브 남주 반하나가 죽는 걸 보고 울다 지쳐 잠이 들었는데 눈을 떠보니 만화 속 여주가 되었다.
남주인 서늘을 제쳐두고 서브 남주에게 적극적인 구애를 하는 연이.
그런데 점점 서늘이 안쓰럽게 느껴지는 건 서브 병 탓일까?",9.93,"['서브', '사랑', '만화', '메인', '보고']"
79,79,초인의,섭이,"스토리, 액션",네이버 웹툰,"지구에 근원 모를 괴물들이 출현하고
그들을 제압하는 '초인'들 또한 등장한다.
정체불명의 괴물과 초인, 바야흐로 '초인의 시대'가 도래한다!",9.95,"['괴물', '초인', '등장', '제압', '지구']"
