,id,title,author,day,genre,story,platform,age,free,complete,thumbnail,web,rate,title
117,118,급식러너,슬랭킷,화,"스토리, 판타지","게임이 현실이 되어버린 세상.
학생들은 점심시간마다 급식실로 질주하는 러닝액션 게임 ‘급식러너’에 열광해있다.
하지만 게임셔틀인 민호에겐 매일의 점심시간이 지옥인데...

그때 민호 앞에 나타난 급식러너의 서버운영자 새나의 제안!
“퀘스트를 클리어하면 게임셔틀에서 해방시켜줄게.”
자유를 위한 민호의 치열한 질주가 시작된다!!!
2020 지상최대공모전 대상 수상 작품!",네이버 웹툰,0,1,0,https://shared-comic.pstatic.net/thumb/webtoon/770030/thumbnail/thumbnail_IMAG06_cc93761b-824c-401f-a551-1c0a3d054338.jpg,https://comic.naver.com/webtoon/list?titleId=770030&amp;weekday=tue,9.8,급식러너
118,119,조선홍보대행사 조대박,김양수,화,"스토리, 개그","냉혈한 광고홍보의 귀재
조선 시장에서도 성공할 수 있을까?",네이버 웹툰,0,1,0,https://shared-comic.pstatic.net/thumb/webtoon/737019/thumbnail/thumbnail_IMAG06_71332e6f-1ef9-4b66-b3b3-b7b22b47cdfc.jpg,https://comic.naver.com/webtoon/list?titleId=737019&amp;weekday=tue,9.89,조선홍보대행사 조대박
119,120,NG불가,고선영,화,"스토리, 로맨스","드라마 덕후 '류재린', 드라마 각본 속의 세상으로 들어오게 되다! 그것도 최애캐를 연기한 배우, '이안'과 함께.
여기서 살아남으려면 여주 역할을 해내며 최애캐와 사랑을 연기해야만 한다는데..?!
인기 배우와 찐팬 덕후의 생존 로맨스",네이버 웹툰,12,1,0,https://shared-comic.pstatic.net/thumb/webtoon/774022/thumbnail/thumbnail_IMAG06_1c04ce0e-d8dd-4bb9-a9a1-3fd28a08b5bd.jpg,https://comic.naver.com/webtoon/list?titleId=774022&amp;weekday=tue,9.93,NG불가
120,121,자판귀,윤정민,화,"에피소드, 스릴러","자판기에서 내가 원하는 것이 나온다!?
데뷔를 꿈꾸는 연습생 박도영. 대표의 비리로 데뷔가 무산되자, 만취한 상태로 골목길을 헤매다 수상한 자판기를 보게 되는데...",네이버 웹툰,0,1,0,https://shared-comic.pstatic.net/thumb/webtoon/703850/thumbnail/thumbnail_IMAG06_fb5b9cec-432d-49c6-8215-8c05d6c8494c.jpg,https://comic.naver.com/webtoon/list?titleId=703850&amp;weekday=tue,9.94,자판귀
121,122,지원이들,구리,화,"스토리, 일상","평범한 고등학생 정지원은 자신과는 조금씩 다른 '지원이들'을 만난다.
천사 같은 유지원과 웃긴 김지원, 완벽한 친구들을 사귀었다고 생각했는데...
왜 자꾸 비교하게 되고 질투가 나는 걸까?
그 시절 누구나 품었을 미운 마음을 담은 일상개그드라마!",네이버 웹툰,0,1,0,https://shared-comic.pstatic.net/thumb/webtoon/775337/thumbnail/thumbnail_IMAG06_6df1dc86-75b8-4021-810b-9525e974b642.jpg,https://comic.naver.com/webtoon/list?titleId=775337&amp;weekday=tue,9.81,지원이들
122,123,언메이크,박화랑,화,"스토리, 판타지","멀지 않은 미래, 미세먼지 폭풍으로 인류는 맑은 공기를 잃었다.
목에 이식하는 기생 필터의 개발로 위기를 극복했다고 생각했지만,
기생 필터가 변이를 일으키며 세상은 다시 한번 위기에 빠지는데...",네이버 웹툰,15,1,0,https://shared-comic.pstatic.net/thumb/webtoon/746535/thumbnail/thumbnail_IMAG06_d40c0edf-b94e-4961-98ac-8431eb1a9377.jpg,https://comic.naver.com/webtoon/list?titleId=746535&amp;weekday=tue,9.86,언메이크
123,124,완벽한 가족,냥빠 / 주은,화,"스토리, 스릴러","누가 봐도 행복하고 완벽한 선희네 가족.
어느 날, 선희는 친구 경호를 죽였다는 고백을 하지만
엄마의 반응이 뭔가 이상하다.",네이버 웹툰,15,1,0,https://shared-comic.pstatic.net/thumb/webtoon/752531/thumbnail/thumbnail_IMAG06_8b5f72f6-94d7-44e0-8516-86a095114970.jpg,https://comic.naver.com/webtoon/list?titleId=752531&amp;weekday=tue,9.93,완벽한 가족
124,125,프린스 메이커,수오수,화,"스토리, 드라마","공주님을 구하러 온 왕자님이 마녀의 저주로 5살 아이가 돼버렸다! 예정 없던 공주님의 육아가 시작되는데......
10년 동안 마녀의 탑에 갇혀 자신을 구해줄 왕자님만 기다리던 공주님에게 어느 날 진짜 왕자님이 찾아왔다!
행복한 미래를 그리며 함께 성 밖을 나서는 순간 마녀의 저주로 왕자님은 5살 아이가 되어버리고...!
왕자님을 최고의 남편감으로 키우기 위한 공주님의 왕자 육성 프로젝트가 시작된다!",네이버 웹툰,0,1,0,https://shared-comic.pstatic.net/thumb/webtoon/771095/thumbnail/thumbnail_IMAG06_3e291ebc-6feb-4892-b422-b6781f170c76.jpg,https://comic.naver.com/webtoon/list?titleId=771095&amp;weekday=tue,9.87,프린스 메이커
125,126,풋내기들,신여름,화,"스토리, 로맨스","스무 살의 봄, 새봄은 두근거리는 마음으로 대학교 인근의 셰어하우스에 입성한다. 
그곳에서 외모와 성격이 전혀 다른 룸메이트 희주 그리고 최애 라욱과 똑같이 생긴 이상형까지 만난다. 
풋풋하지만 많은 것이 서툴렀던 스무 살, 우리들의 이야기!   
첫사랑의 설렘을 가득 담은 셰어하우스로 놀러 오실래요?",네이버 웹툰,0,1,0,https://shared-comic.pstatic.net/thumb/webtoon/764622/thumbnail/thumbnail_IMAG06_5fdc9db9-65ed-41e7-a5b2-29f5bd3760e9.jpg,https://comic.naver.com/webtoon/list?titleId=764622&amp;weekday=tue,9.93,풋내기들
126,127,피로만땅,샤니,화,"에피소드, 개그","&lt;203호 저승사자&gt; 샤니 작가 신작. 취준생 유림은 밤 9시에 면접을 보러오라는 연락을 받고 찾아갔다가 우여곡절 끝에 합격한다.
그녀가 맡은 일은 보디가드. 하지만 그녀가 지켜야 하는 건 언제 자신을 흡혈할지 모르는 위험한 뱀파이어?!
뱀파이어 헌터들에게서 뱀파이어를 보호하면서 벌어지는, 누가 누구를 지키는지 모를 아찔한 개그 웹툰.
과연 유림은 뱀파이어를 지켜낼 수 있을까!",네이버 웹툰,0,1,0,https://shared-comic.pstatic.net/thumb/webtoon/758672/thumbnail/thumbnail_IMAG06_17b190f3-c2d0-4dae-aa1d-142b8970fbb6.jpg,https://comic.naver.com/webtoon/list?titleId=758672&amp;weekday=tue,9.93,피로만땅
127,128,인문학적 감수성,교날 / 번암,화,"스토리, 드라마","타투이스트 감수성에게는 남들과 다른 비밀이 하나 있다.
바로 살아움직이는 그림을 그린다는 것!

이런 이상한 능력 덕분에 깡패처럼 보이는(?) 손님에게
새겨주었던 용 문신이 탈주를 하게 되고, 
극대노한 상태로 찾아온 그녀와 모종의 사건으로 엮이면서
거절하지 못할 제안을 받는데...",네이버 웹툰,0,1,0,https://shared-comic.pstatic.net/thumb/webtoon/759923/thumbnail/thumbnail_IMAG06_7f6aecec-6634-43c3-9eb3-85681ba64c06.jpg,https://comic.naver.com/webtoon/list?titleId=759923&amp;weekday=tue,9.94,인문학적 감수성
128,129,찐:종합게임동아리,소장,화,"스토리, 드라마","트라우마로 인해 일부러 게임을 피하며 살아온 '김 진'.
진이는 신입생 환영회에서 만난 '정진아'의 제안으로 우연히 동아리에 들어가게 되는데...
알고 보니 동아리의 정체는 전력을 다해 게임을 즐기는 종합게임동아리였다!
게임에 항상 진심인 승부욕 강한 여섯 청춘들의 즐거운 동아리 활동!!",네이버 웹툰,12,1,0,https://shared-comic.pstatic.net/thumb/webtoon/771018/thumbnail/thumbnail_IMAG06_6e4d5dd4-cc3d-4932-876f-3521b9529d80.jpg,https://comic.naver.com/webtoon/list?titleId=771018&amp;weekday=tue,9.5,찐:종합게임동아리
129,130,하나in세인,석한,화,"스토리, 스릴러","교내 소문난 또라이 '세인'에게 단 하나뿐인 절친 '하나'.
세인은 둘의 관계가 영원하길 바랐지만, 왜 인지 하나는 점차 멀어져 간다.
그 무렵 나타난 전학생 '진사배'.
천재 아티스트인 사배는 전학 첫날부터 하나를 멋지게 그려내, 하나의 관심을 독차지한다.
질투를 느낀 세인은 사배의 스케치북을 찢으려다 충격적인 그림을 발견하게 되는데..",네이버 웹툰,15,1,0,https://shared-comic.pstatic.net/thumb/webtoon/769987/thumbnail/thumbnail_IMAG06_b88f7dc4-37c8-4e61-90b0-75df21ac6c29.jpg,https://comic.naver.com/webtoon/list?titleId=769987&amp;weekday=tue,9.86,하나in세인
130,131,헬퍼 2 : 킬베로스,삭,수,"스토리, 액션","역시는 역시 역시군.
킬베로스 트라이브의 대장 장광남이 펼치는 스트릿 액션 만화.",네이버 웹툰,18,1,0,https://shared-comic.pstatic.net/thumb/webtoon/670143/thumbnail/thumbnail_IMAG06_0d562bd2-fd5d-42b7-8679-f17efa0148ab.jpg,https://comic.naver.com/webtoon/list?titleId=670143&amp;weekday=wed,9.12,헬퍼 2 : 킬베로스
131,132,복학왕,기안84,수,"스토리, 드라마","패션왕 우기명이 돌아왔다!
즐거운 대학 생활?! 과연?!",네이버 웹툰,15,1,0,https://shared-comic.pstatic.net/thumb/webtoon/626907/thumbnail/title_thumbnail_20150407141027_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=626907&amp;weekday=wed,9.06,복학왕
132,133,전지적 독자 시점,"싱숑,UMI / 슬리피-C",수,"스토리, 판타지","이건 내가 아는 그 전개다'
한순간에 세계가 멸망하고, 새로운 세상이 펼쳐졌다.
오직 나만이 완주했던 소설 세계에서 평범했던 독자의 새로운 삶이 시작된다.",네이버 웹툰,15,1,0,https://shared-comic.pstatic.net/thumb/webtoon/747269/thumbnail/thumbnail_IMAG06_baed4a4a-c499-419e-a48e-26d360b07b31.jpg,https://comic.naver.com/webtoon/list?titleId=747269&amp;weekday=wed,9.97,전지적 독자 시점
133,134,모죠의 일지,모죠,"수, 토","에피소드, 개그","소신있는 취향과 내성적인 성향.
훌륭한 집순이 모죠의 은밀한 비밀들",네이버 웹툰,0,1,0,https://shared-comic.pstatic.net/thumb/webtoon/728015/thumbnail/thumbnail_IMAG06_e8645b88-7acd-45d4-923d-a295a8752c35.jpg,https://comic.naver.com/webtoon/list?titleId=728015&amp;weekday=wed,9.97,모죠의 일지
134,135,튜토리얼 탑의 고인물,방구석김씨 / 루비,수,"스토리, 액션",저주로 인해 튜토리얼 탑에 갇힌 헌터. 레벨업을 하며 넘사벽 능력을 갖게 된 그가 12년 만에 탑 밖의 세상에 나간다!,네이버 웹툰,12,1,0,https://shared-comic.pstatic.net/thumb/webtoon/738694/thumbnail/thumbnail_IMAG06_f10000fe-e399-4c6e-8c50-734cdcd41fa9.jpg,https://comic.naver.com/webtoon/list?titleId=738694&amp;weekday=wed,9.61,튜토리얼 탑의 고인물
135,136,급식아빠,김재한,수,"스토리, 액션","&lt;부활남&gt; 김재한 작가의 신작! 딸바보 웹툰작가의 갑작스러운 죽음.
학원액션 만화를 그리던 능력(?)을 살려 일진 서클 12간지로부터 딸 다연이를 지켜라!
딸이 괴롭힘당하는 모습을 보게 된다면? ...이건 못 참지. 내 딸 건드는 새끼들 다 조져버림.",네이버 웹툰,15,1,0,https://shared-comic.pstatic.net/thumb/webtoon/758662/thumbnail/thumbnail_IMAG06_d3d86114-97a2-46be-9362-281abb399566.jpg,https://comic.naver.com/webtoon/list?titleId=758662&amp;weekday=wed,9.87,급식아빠
136,137,캐슬,정연,수,"스토리, 드라마","복수를 위해 칼을 갈아온 특급 킬러 '김신',
뒷세계 '절대권력'과의 목숨 건 한판 승부!",네이버 웹툰,15,1,0,https://shared-comic.pstatic.net/thumb/webtoon/736744/thumbnail/thumbnail_IMAG06_e9db9da0-cdbd-437b-b357-10c50c8c5451.jpg,https://comic.naver.com/webtoon/list?titleId=736744&amp;weekday=wed,9.97,캐슬
137,138,화산귀환,비가 / LICO,수,"스토리, 시대극","대 화산파 13대 제자.천하삼대검수 매화검존 청명. 
천하를 혼란에 빠뜨린 고금제일마 천마의 목을 치고 십만대산의 정상에서 영면.
백 년의 시간을 뛰어넘어 아이의 몸으로 다시 살아나다.
......뭐? 화산이 망해? 이게 뭔 개소리야!?",네이버 웹툰,15,1,0,https://shared-comic.pstatic.net/thumb/webtoon/769209/thumbnail/thumbnail_IMAG06_867dede2-d520-47e2-8547-8826283d7c80.jpg,https://comic.naver.com/webtoon/list?titleId=769209&amp;weekday=wed,9.96,화산귀환
138,139,남주의 첫날밤을 가져버렸다,"황도톨,티바 / MSG",수,"스토리, 로맨스","소설 속 엑스트라인 백작 영애 리플리로 빙의 된 여주인공.
이왕 이렇게 된 거 전생에 경험하지 못한 귀족의 화려하고 풍족한 삶을 만끽하기로 한다.
파티장 구석에서 혼자 술을 즐긴 것까진 기억나는데… 
다음날 깨어보니 남주의 침대에 누워있는 것 아닌가!",네이버 웹툰,15,1,0,https://shared-comic.pstatic.net/thumb/webtoon/749639/thumbnail/thumbnail_IMAG06_a9335bbb-1ffe-4be9-ace4-1ab05cc56853.jpg,https://comic.naver.com/webtoon/list?titleId=749639&amp;weekday=wed,9.97,남주의 첫날밤을 가져버렸다
139,140,세상은 돈과 권력,한동우 / 이도희,수,"에피소드, 드라마","재벌 3세가 일반 고등학교에 들어오면서, 선생들과 학생들은 거대 자본에 굴복해 권력을 차지하기 위한 '두뇌싸움'이 난무하는 학교로 바뀐다. 이 학교의 법칙을 부수기 위해 천재 '단건우'가 전학온다.",네이버 웹툰,15,1,0,https://shared-comic.pstatic.net/thumb/webtoon/710747/thumbnail/thumbnail_IMAG06_b2eeb82b-2be6-4a88-abed-947b21ce4b55.jpg,https://comic.naver.com/webtoon/list?titleId=710747&amp;weekday=wed,9.89,세상은 돈과 권력
140,141,여주실격!,기맹기,수,"스토리, 드라마","약'한 여배우 천리사
더이상 배우같은건 하고 싶지 않다던
그녀의 복귀 스토리!",네이버 웹툰,15,1,0,https://shared-comic.pstatic.net/thumb/webtoon/738143/thumbnail/thumbnail_IMAG06_f4ef72d2-c43c-4eb6-907f-48a52671baae.jpg,https://comic.naver.com/webtoon/list?titleId=738143&amp;weekday=wed,9.95,여주실격!
141,142,노곤하개,홍끼,"수, 토","에피소드, 일상","귀여운 멍멍이들과 함께하는
노곤하지 않은 일상 이야기",네이버 웹툰,0,1,0,https://shared-comic.pstatic.net/thumb/webtoon/702672/thumbnail/thumbnail_IMAG06_8622b154-476d-4819-b462-88f4ab035744.jpg,https://comic.naver.com/webtoon/list?titleId=702672&amp;weekday=wed,9.98,노곤하개
142,143,일렉시드,손제호 / 제나,수,"스토리, 액션","&lt;노블레스&gt; 손제호 작가와 &lt;소녀더와일즈&gt; 제나 작가가 만났다!
고양이 몸에 깃든 각성자 카이든과 각성능력을 숨겨온 고등학생 지우 
러블리 2인조의 액션 판타지",네이버 웹툰,12,1,0,https://shared-comic.pstatic.net/thumb/webtoon/717481/thumbnail/thumbnail_IMAG06_8704285d-59f7-446b-8707-8aa3a8b4f647.jpg,https://comic.naver.com/webtoon/list?titleId=717481&amp;weekday=wed,9.79,일렉시드
143,144,나쁜사람,둠스,수,"에피소드, 개그","착한 남자가 좋다는 그녀의 이상형이 되기 위해 10년 동안 노력했다. 
그런데! 갑자기 나쁜 남자가 좋다는 그녀...

오늘부터 난... 나쁜 남자로 다시 태어난다.",네이버 웹툰,12,1,0,https://shared-comic.pstatic.net/thumb/webtoon/750184/thumbnail/thumbnail_IMAG06_f1f115ca-4fe2-4df0-a8cf-e1a62b80c866.jpg,https://comic.naver.com/webtoon/list?titleId=750184&amp;weekday=wed,9.84,나쁜사람
144,145,블랙홀과 3만원,김규삼 / 혜원,수,"스토리, 개그","지구멸망 한달 전, 블랙홀에 빨려들어가 얄짤없이 망하게 생긴 인류. 
노스트라 생명에서 인류를 구원할 보험을 출시했다!
블랙홀로 인한 모든 피해를 단돈 3만원에 ㅇㅋ?!
노스트라의 마지막 히트상품과 함께 나타난 이놈들, 과연 구세주인가 바보들인가.",네이버 웹툰,0,1,0,https://shared-comic.pstatic.net/thumb/webtoon/775690/thumbnail/thumbnail_IMAG06_4e45ed0b-4fb3-4589-849b-71202f895b42.jpg,https://comic.naver.com/webtoon/list?titleId=775690&amp;weekday=wed,9.9,블랙홀과 3만원
145,146,연놈,상하,수,"스토리, 드라마","중2 여름, 가지 말라는 말도 좋아했다는 말도 하지 못한 채 보낸 그녀가 3년 만에 나타났다.
지나버린 시간과 마주한 소년 그리고 소녀의 이야기",네이버 웹툰,12,1,0,https://shared-comic.pstatic.net/thumb/webtoon/667573/thumbnail/thumbnail_IMAG06_a5e67e5d-d884-48f5-a298-260b4ad76297.jpg,https://comic.naver.com/webtoon/list?titleId=667573&amp;weekday=wed,9.85,연놈
146,147,고삼무쌍,B급달궁 / 하마,수,"스토리, 액션","천년간 사라진 무림이 현대 고등학교를 배경으로  되살아난다!
무림인들의 고교습격! 
장르파괴 무협학원액션",네이버 웹툰,15,1,0,https://shared-comic.pstatic.net/thumb/webtoon/728126/thumbnail/thumbnail_IMAG06_20859a5d-bf0b-431d-bbdf-c8ab3cf409e6.jpg,https://comic.naver.com/webtoon/list?titleId=728126&amp;weekday=wed,9.91,고삼무쌍
147,148,닥터앤닥터 육아일기,닥터베르,"수, 일","에피소드, 일상","산부인과 의사 엄마의 임신과 출산, 공학박사 아빠의 논문 기반 육아.
완벽할 것만 같은 이들의 앞길은 과연 순탄할까?
탄탄대로를 달리던 두 사람의 좌충우돌, 우여곡절 중구난방 육아 이야기!
웃다 울고, 울다가 웃게 되는 최고의 항문용 발모제툰!",네이버 웹툰,0,1,0,https://shared-comic.pstatic.net/thumb/webtoon/732955/thumbnail/thumbnail_IMAG06_72a5df99-22fd-4332-98ed-fd742b64b041.jpg,https://comic.naver.com/webtoon/list?titleId=732955&amp;weekday=wed,9.96,닥터앤닥터 육아일기
148,149,66666년 만에 환생한 흑마법사,"타루, 화봉 / 파사",수,"스토리, 판타지","강대했던 흑마법사 디아블로 볼피르.
12신의 계략에 당해 억겁 속에 봉인되었지만,
그로부터 66666년이 흘러 다시금 이 땅에 강림한다!
""응애!""
웰턴 백작의 갓 태어난 장남으로.
딥다크 매직 판타지 시작!",네이버 웹툰,12,1,0,https://shared-comic.pstatic.net/thumb/webtoon/775141/thumbnail/thumbnail_IMAG06_e3aa8474-d024-46b9-8840-258c87170fa2.jpg,https://comic.naver.com/webtoon/list?titleId=775141&amp;weekday=wed,9.85,66666년 만에 환생한 흑마법사
149,150,엔딩 후 서브남을 주웠다,"황도톨,정서 / 정서",수,"스토리, 로맨스","빙의한 소설 속 나의 최애캐는 서브남이었다.
여주에게 버림받아 흑화한 츤데레는 어마무시한 까칠남이 되어 있었다는 것! 
나, 무사히 서브남을 주울 수 있을까?",네이버 웹툰,0,1,0,https://shared-comic.pstatic.net/thumb/webtoon/761498/thumbnail/thumbnail_IMAG06_3c2df495-00fc-4b30-a23e-345a262407bd.jpg,https://comic.naver.com/webtoon/list?titleId=761498&amp;weekday=wed,9.98,엔딩 후 서브남을 주웠다
150,151,마른 가지에 바람처럼,달새울 / 화음,수,"스토리, 로맨스","남편을 잃고, 아이를 빼앗기고, 이제 생매장을 눈 앞에 둔 과부 리에타. 
그 곳에 ‘미친 폐황자’로 불리는 저주받은 땅, 악시아스 성의 대공. 킬리언이 나타났다.
그녀를 데려가겠다고 말하는 킬리언이 인사를 건넨다. “안녕, 요부”",네이버 웹툰,12,1,0,https://shared-comic.pstatic.net/thumb/webtoon/748535/thumbnail/thumbnail_IMAG06_19e673ec-ba02-4637-8865-b181e605d996.jpg,https://comic.naver.com/webtoon/list?titleId=748535&amp;weekday=wed,9.98,마른 가지에 바람처럼
151,152,관종교장,좌승훈,수,"스토리, 개그",전 재산을 가족 몰래 주식으로 날린 교장 정도만. 이제 은퇴까지 1년 밖에 남지 않았다. 가족에게 들키기 전에 잃은 돈을 메꾸려는 도만은 제자 홍삼과 함께 인터넷 방송을 시작하지만 예상과 달리 여러 사건에 휘말리게 되는데... 과연 노잼선생은 인기 BJ가 되어 빚을 청산할 수 있을까?!,네이버 웹툰,12,1,0,https://shared-comic.pstatic.net/thumb/webtoon/774088/thumbnail/thumbnail_IMAG06_9bd727f5-6412-4512-90e5-95b2aa568ba2.jpg,https://comic.naver.com/webtoon/list?titleId=774088&amp;weekday=wed,9.84,관종교장
152,153,빌드업,911,수,"스토리, 스포츠","축구덕후지만 볼보이만 5년째?! 
빵셔틀 강마루의 열혈청춘 축구드라마",네이버 웹툰,12,1,0,https://shared-comic.pstatic.net/thumb/webtoon/750826/thumbnail/thumbnail_IMAG06_a7ce9ddd-59df-4fc7-85d4-07361655626b.jpg,https://comic.naver.com/webtoon/list?titleId=750826&amp;weekday=wed,9.67,빌드업
153,154,원수를 사랑하라,정윤 / 태건,수,"스토리, 로맨스","고생 끝, 인생 리셋!.... 도 못했는데 과거를 들키다?!
늦깎이 대학생 배연희의 고군분투 캠퍼스 로맨스!",네이버 웹툰,0,1,0,https://shared-comic.pstatic.net/thumb/webtoon/733079/thumbnail/thumbnail_IMAG06_154dcad6-831f-4efe-95f4-da4a60b9a0f7.jpg,https://comic.naver.com/webtoon/list?titleId=733079&amp;weekday=wed,9.93,원수를 사랑하라
154,155,하렘의 남자들,"알파타르트,히어리 / 영빈",수,"스토리, 로맨스","""내 후궁들부터 들이기로 하였다. 한 다섯 정도.""
타리움 제국의 황녀, 라틸. 그녀의 첫사랑 하이신스는 황제가 되기 위해 본국 권력자의 딸과 결혼한다.
충격 받는 라틸. 하지만 그 충격이 가시기도 전에 황태녀가 되고,이복남매의 반란 세력에 맞서 황위를 지켜낸다.
그렇게 여황제가 된 라틸에게 대신들은 국서를 맞을 것을 제안하는데, 뭔가, 심기에 거슬린다.
'왜 여황제는 후궁을 못 들인다는 거지?'
""저도 최소 다섯 명은 후궁으로 두어야겠습니다. 제가 좋다면 하렘으로 들여보내세요,
보고 마음에 드는 사람을 국서로 삼을 것입니다."" 
전무후무한 여황제의 하렘으로, 치명적인 매력의 남자들이 모여든다!",네이버 웹툰,12,1,0,https://shared-comic.pstatic.net/thumb/webtoon/760001/thumbnail/thumbnail_IMAG06_b46407a2-9147-44c9-bf4b-e3462a5fb8d0.jpg,https://comic.naver.com/webtoon/list?titleId=760001&amp;weekday=wed,9.93,하렘의 남자들
155,156,판타지 여동생!,유누,수,"스토리, 판타지","게임 초보 여동생의 RPG 도전기.
트롤 취급은 노노! 제가 사실 엄청난 히든 직업을 갖고 있거든요?",네이버 웹툰,0,1,0,https://shared-comic.pstatic.net/thumb/webtoon/730425/thumbnail/thumbnail_IMAG06_32ea3e33-c91e-4b48-91f6-f788fb71648c.jpg,https://comic.naver.com/webtoon/list?titleId=730425&amp;weekday=wed,9.89,판타지 여동생!
156,157,격기3반,이학,수,"스토리, 스포츠","한국이 세계 격투기의 중심이 된 세상. 전국 탑 클래스 격투기 학생들만 모인 남일고에 약골 소년 주지태가 돌연 투입된다.
신체적 약점이 상쇄되는 무술 ‘주짓수’를 통해, 주지태는 격기반의 정점에 오를 수 있을 것인가…?",네이버 웹툰,15,1,0,https://shared-comic.pstatic.net/thumb/webtoon/701535/thumbnail/thumbnail_IMAG06_3d26ef81-8afd-42fe-ae6a-1cfa7a585124.jpg,https://comic.naver.com/webtoon/list?titleId=701535&amp;weekday=wed,9.47,격기3반
157,158,언덕 위의 제임스,쿠당탕,수,"에피소드, 개그","제임스들이 펼치는 코믹 막장 에피소드!
지금 전세계의 제임스들이 몰려온다",네이버 웹툰,0,1,0,https://shared-comic.pstatic.net/thumb/webtoon/671421/thumbnail/thumbnail_IMAG06_721a56be-3949-459c-bb82-1c0efd7bdd90.jpg,https://comic.naver.com/webtoon/list?titleId=671421&amp;weekday=wed,9.92,언덕 위의 제임스
158,159,괴물공작의 딸,한바다 / 찬란,수,"스토리, 판타지","세상과 단절되어 살아가던 나는 '괴물공작' 이라 불리는 아빠에게 거둬졌다.
어느 날, 아빠의 서재에서 이상한 책을 발견하는데…
이거 내용이 왜 이래? 내가 병 때문에 죽는다고? 그러면서 양녀를 들이고 잘해줘?
어차피 죽을 거라면 그전에는 뭘 해도 안 죽는다는 거잖아! 그렇다면, 정말 로티 맘대로 해버릴 거야!",네이버 웹툰,0,1,0,https://shared-comic.pstatic.net/thumb/webtoon/765158/thumbnail/thumbnail_IMAG06_76bef3ba-4f5e-42d5-b5f6-b98d3d5356f6.jpg,https://comic.naver.com/webtoon/list?titleId=765158&amp;weekday=wed,8.39,괴물공작의 딸
159,160,귀곡의 문,삼촌,수,"스토리, 드라마","귀신소굴로 유명한 삼도천동의 흉가,
평범한(?) 세입자들의 일상 개그",네이버 웹툰,12,1,0,https://shared-comic.pstatic.net/thumb/webtoon/718020/thumbnail/thumbnail_IMAG06_34f243b5-a15e-48f0-bd0c-3696405dba32.jpg,https://comic.naver.com/webtoon/list?titleId=718020&amp;weekday=wed,9.98,귀곡의 문
160,161,사상최강,황규영 / 이단아,수,"스토리, 판타지","‘천하 십대 고수’라고 불리는 자들. 인간의 한계를 뛰어넘은 그들은 서로를 견제하며 힘의 균형과 세상의 질서를 유지해왔다.
바로 ‘백도현’ 그가 나타나기 전까지는! 내공만으로 사상최강의 힘을 가진 남자 백도현의 시원한 한 방!",네이버 웹툰,0,1,0,https://shared-comic.pstatic.net/thumb/webtoon/748536/thumbnail/thumbnail_IMAG06_3c3129ca-2a45-4fd7-a0cd-edb3fdc554e4.jpg,https://comic.naver.com/webtoon/list?titleId=748536&amp;weekday=wed,9.82,사상최강
161,162,오징어도 사랑이 되나요?,젤리피쉬 / 문댄스,수,"스토리, 로맨스","오징어와의 정략 결혼은 싫어! 인간 왕자님을 만날거야!
귀엽고 사랑스러운 울릉도의 오징어 공주는 이웃 나라 징징왕자와의 정략 결혼식을 거부하고 진정한 사랑을 찾아  스스로 미끼를 물어 오징어잡이 배를 탄다. 
인간 왕자와의 로맨스를 꿈꾸는 오징어 공주의 앞날은 과연...?
""오징어도 사랑이 되나요?""",네이버 웹툰,0,1,0,https://shared-comic.pstatic.net/thumb/webtoon/770524/thumbnail/thumbnail_IMAG06_b6ffa30b-19e2-44f5-9a3e-85cc30ab2ef2.jpg,https://comic.naver.com/webtoon/list?titleId=770524&amp;weekday=wed,9.83,오징어도 사랑이 되나요?
162,163,조조코믹스,이동건,"수, 토","옴니버스, 로맨스","&lt;유미의 세포들&gt; 이동건 작가의 로맨스 시트콤 신작!
오늘 할 일을 내일로 미루는 평범한 직장인 은조,
그녀와는 다르게 외모와 매너 모든 것을 철저히 관리하는 직장동료 조완.
케미 좋은 두 사람의 다양하고 유쾌한 단편들이 여러분들을 기다리고 있습니다.
매주 수토! &lt;조조코믹스&gt;에서 단편만화 같은 일상을 즐겨보세요!",네이버 웹툰,0,1,0,https://shared-comic.pstatic.net/thumb/webtoon/774862/thumbnail/thumbnail_IMAG06_fd618713-58b3-43f0-b4c3-a62740a3d885.jpg,https://comic.naver.com/webtoon/list?titleId=774862&amp;weekday=wed,9.92,조조코믹스
163,164,방탈출,십박,수,"스토리, 스릴러","갑자기 떨어진 이곳에서 목숨을 건 방탈출이 시작된다.
모든 상황을 의심해라! 아니면 죽음뿐이다...",네이버 웹툰,15,1,0,https://shared-comic.pstatic.net/thumb/webtoon/733034/thumbnail/thumbnail_IMAG06_a8fdb5d0-4d2c-4465-b38d-c9cb1dd7e65c.jpg,https://comic.naver.com/webtoon/list?titleId=733034&amp;weekday=wed,9.94,방탈출
