,id,title,author,genre,story,platform,age,complete,thumbnail,web,rate,free
93,93,불발소년,곤세,"에피소드, 드라마","킬러소년 민준, 소녀를 만나고 삶이 달라지다
어렸을 때부터 프로 킬러로 교육받고 자란 민준은 
어느날 수학여행에서 한 소녀를 만나게 되고 
감정이 없는 그에게 감정이라는 것이 자라나기 시작한다.",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/743721/thumbnail/thumbnail_IMAG06_fb5e8e11-4283-4bc9-a3f4-f54d354b86be.jpg,https://comic.naver.com/webtoon/list?titleId=743721,9.88,2
94,94,경비,이영곤,"스토리, 액션","지난 인생이 후회스러운 건달 출신의 60대 아파트 경비원 '두만'과 남은 인생이 막막한 20대 흥신소 직원 '새봄'
거대한 범죄 세력에 맞서기 위해 힘을 합쳤다!",네이버 웹툰,15,1,https://shared-comic.pstatic.net/thumb/webtoon/744384/thumbnail/thumbnail_IMAG06_1c2fdf52-d368-4b3d-99ee-e8e9bf04cc15.jpg,https://comic.naver.com/webtoon/list?titleId=744384,9.95,2
95,95,틴맘,theterm,"스토리, 드라마","나 혼자서 잘 할수 있을까?
어린 엄마의 좌충우돌 육아일기",네이버 웹툰,12,1,https://shared-comic.pstatic.net/thumb/webtoon/726467/thumbnail/thumbnail_IMAG06_8684491b-5b7d-472f-ace3-45c8ea229168.jpg,https://comic.naver.com/webtoon/list?titleId=726467,7.43,2
96,96,냐한남자,올소,"스토리, 로맨스","냥줍을 잘못하면...남자친구가 생깁니다(?)

그들의 기묘한 동거가 시작되는 순간,
오늘부터 당신도 '춘배'의 매력에 헤어나올 수 없습니다.",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/708452/thumbnail/thumbnail_IMAG06_2040811c-f143-45fc-925f-c9eeb2557587.jpg,https://comic.naver.com/webtoon/list?titleId=708452,9.98,2
97,97,신상,신상윤,"옴니버스, 스릴러","예상을 뒤엎을 연극의 막이 올랐다.
당신의 상상, 그 이상의 것",네이버 웹툰,15,1,https://shared-comic.pstatic.net/thumb/webtoon/740377/thumbnail/thumbnail_IMAG06_2d6815e5-681b-4708-a61e-22cee10de221.jpg,https://comic.naver.com/webtoon/list?titleId=740377,9.75,2
98,98,그놈은,혜진양,"스토리, 로맨스","요즘 것들은 랜덤채팅 한다고? 
2000년대엔 게임 ♨정모♨가 있었다!
그곳에서 만난 그 남자 흑.염.룡.",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/733080/thumbnail/thumbnail_IMAG06_94ee2766-873a-4013-b48e-41840edbde25.jpg,https://comic.naver.com/webtoon/list?titleId=733080,9.97,2
99,99,공방의,박소희,"스토리, 로맨스","저주를 받은 자, 저주를 건 자, 저주를 수호하는 자-
괴상한 저주를 둘러싼 세 가문의 이야기.
영국 공작가의 아들과 마녀의 후손 그리고 저주를 수호하는 자의 
후손이 벌이는 삼각관계!",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/768094/thumbnail/thumbnail_IMAG06_a504f543-8690-4148-8a8c-53f068f828e3.jpg,https://comic.naver.com/webtoon/list?titleId=768094,9.78,2
100,100,얌전한,JQ / 이진영,"스토리, 드라마","바라보기만 했던 그 사람이 아내를 잃었다. 
미쳤어! 난 결혼했잖아…",네이버 웹툰,15,1,https://shared-comic.pstatic.net/thumb/webtoon/745653/thumbnail/thumbnail_IMAG06_0733084b-d224-4726-b232-3dbdfd1e6d5c.jpg,https://comic.naver.com/webtoon/list?titleId=745653,9.02,2
101,101,셧업앤댄스,이은재,"스토리, 드라마","아이돌 연습생 5년. 오디션 프로그램 탈락. 학교로 돌아왔다.
에어로빅부??? 제발 날 내버려 둬! 난 이제 조용히 살고 싶다고!",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/737032/thumbnail/thumbnail_IMAG06_27b6ce5c-50d2-4bd3-9e43-3c6b8eaee8b3.jpg,https://comic.naver.com/webtoon/list?titleId=737032,9.97,2
102,102,악령주의보,토마토모닝,"스토리, 액션","귀신을 보는 소녀 순심. 
어느 날, 외면하고 싶었던 사건에 뛰어들다...?!
나에게는... 귀신이 보인다...!",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/753223/thumbnail/thumbnail_IMAG06_31a7c182-41fc-4e0d-ae28-0b0ff698cf2d.jpg,https://comic.naver.com/webtoon/list?titleId=753223,9.84,1
103,103,Here,D JUN,"스토리, 로맨스","학교 최고의 인싸 선배 현우, 말 없고 무뚝뚝한 아싸 신입생 재환
성격도 생각도 반대인 두 사람의 만남은 악연? 아니면 인연?
입학식에서 만나 특별한 사이(?)가 될 두 사람의 이야기",네이버 웹툰,12,1,https://shared-comic.pstatic.net/thumb/webtoon/721109/thumbnail/thumbnail_IMAG06_0dc5a816-907d-4436-8af6-81dcab8e1aa2.jpg,https://comic.naver.com/webtoon/list?titleId=721109,9.68,2
104,104,오늘도,하찌,"스토리, 로맨스","우리 주변에 진짜 큐피드가 있다면 믿으시겠어요?
큐피드의 사랑만들기 대작전 시작합니다.",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/733768/thumbnail/thumbnail_IMAG06_cf455be5-8a67-410e-ac68-958047a06420.jpg,https://comic.naver.com/webtoon/list?titleId=733768,9.73,2
105,105,저세상,꾀돌이,"스토리, 액션","외모때문에 일진으로 오해받지만 속마음은 여린 최강희에게 싸움고수 할머니 영혼이 빙의되었다?!
입학하자마자 의강고 서열 1위 일진짱이 된 '최강희'! 무서운 인상과 살벌한 말투에 모두가 그 앞에만 서면 벌벌 떨며 도망치지만... 사실 그는 친구 100명 만들기가 소원인 마음씨 착한 여린 소년이었다!
어느날 우연히 10년 전에 돌아가신 할머니의 유골함을 떨어트린 손자 강희에게 할머니의 영혼이 빙의되는데...
핵인싸 싸움고수 할머니가 빙의된 상태로 펼쳐지는 강희의 파란만장한 학교생활! 숨겨진 할머니의 비밀권법! 강희야 가자!!",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/733765/thumbnail/thumbnail_IMAG06_53dbd583-cedc-4fc8-8a23-0dc53560c56a.jpg,https://comic.naver.com/webtoon/list?titleId=733765,9.95,2
106,106,모럴센스,겨울,"스토리, 로맨스","일반인들과는 '아주 조금' 남다른 성향을 지닌 한 남자, 꿈에 그리던 '주인님'을 만나다?!
오해와 진실 사이에서 아슬아슬 피어나는, 아주 조금(?) 남다를 뿐인 로맨스!",네이버 웹툰,15,1,https://shared-comic.pstatic.net/thumb/webtoon/764797/thumbnail/thumbnail_IMAG06_cd04f376-203a-4ac9-ae3e-a0676711b721.jpg,https://comic.naver.com/webtoon/list?titleId=764797,9.96,2
107,107,지구멸망버튼,박장고 / 신동구,"스토리, 액션","갑자기 생겨난 의문의 빨간 버튼
그리고 필사적으로 버튼을 지켜내려는 자들
빨간 버튼을 누르면 지구가 멸망한다고!?",네이버 웹툰,12,1,https://shared-comic.pstatic.net/thumb/webtoon/738488/thumbnail/thumbnail_IMAG06_9ecd8897-664b-4018-9dd9-e2061f6bee2c.jpg,https://comic.naver.com/webtoon/list?titleId=738488,9.73,2
108,108,[드라마원작],나,"스토리, 로맨스","인간이 되고자 900년간 노력해왔지만  불의의 사고로 한 여대생에게 여우구슬을 빼앗기게 된 (잘생긴) 구미호 어르신.
어르신은 사태를 해결하기 위해 그녀에게 동거를 제안하게 되는데...",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/699415/thumbnail/thumbnail_IMAG06_112508ef-94f7-4301-9510-9a3443b63fe1.jpg,https://comic.naver.com/webtoon/list?titleId=699415,9.97,2
109,109,손아귀,황정훈,"스토리, 스릴러","직장인 브이로그를 운영중인 소진.
알 수 없는 살인사건에 휘말리다.",네이버 웹툰,15,1,https://shared-comic.pstatic.net/thumb/webtoon/739439/thumbnail/thumbnail_IMAG06_1c291633-cc48-4fe5-be2d-7af0d8176962.jpg,https://comic.naver.com/webtoon/list?titleId=739439,9.93,2
110,110,킬더킹휴재,마사토끼 / joana,"스토리, 드라마","왕의 재능이란 무엇일까?
왕좌의 새로운 주인, 진정한 왕에 걸맞는 재능을 가려내는 게임이 시작된다!",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/670145/thumbnail/title_thumbnail_20160105121235_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=670145,9.65,2
111,111,그날,이언,"스토리, 드라마","기숙학교에서 펼쳐지는 미스터리 스릴러!
전학생 양이영은 교실에서 옛 친구를 마주치게 되지만...
눈에 띄게 변해버린 그 아이, 무슨 일이 있었던 걸까?",네이버 웹툰,12,1,https://shared-comic.pstatic.net/thumb/webtoon/731019/thumbnail/thumbnail_IMAG06_8f110255-ed96-48b6-be14-8a34411c1296.jpg,https://comic.naver.com/webtoon/list?titleId=731019,9.97,2
112,112,블루투스,국승원,"스토리, 판타지","탐사선의 폭발!
우주 한가운데 홀로 남겨진 우주 비행사.
이 광활하고 고독한 싸움에서 
그는 과연 살아남을 수 있을까?",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/737378/thumbnail/thumbnail_IMAG06_9aaaf39a-c91b-41ff-9ab8-fdbba54c010f.jpg,https://comic.naver.com/webtoon/list?titleId=737378,7.28,2
113,113,관계의,김용키,"스토리, 스릴러","&lt;타인은 지옥이다&gt; 김용키 작가의 신작!
여자친구와 함께 떠난, 비경에 숨겨진 펜션으로의 여름휴가.
하지만 불쾌한 펜션 주인을 시작으로 주인공의 트라우마를 끄집어내는 끔찍한 만남들이 이어진다.
지옥으로 치닫는 사건과 사고.. 이제 모든 것을 끝낼 때가 왔다.",네이버 웹툰,15,1,https://shared-comic.pstatic.net/thumb/webtoon/752803/thumbnail/thumbnail_IMAG06_e2490e41-f54c-45e9-a8f6-4dc80e2d6b67.jpg,https://comic.naver.com/webtoon/list?titleId=752803,9.77,2
114,114,지랄발광,김인호,"스토리, 드라마",청춘이 질주한다. 그곳에 꿈이 있으니까! 화려한 농구와 청춘의 프리스타일,네이버 웹툰,12,1,https://shared-comic.pstatic.net/thumb/webtoon/764796/thumbnail/thumbnail_IMAG06_5692d80b-0b0f-42a1-b742-4b2e7541d2fc.jpg,https://comic.naver.com/webtoon/list?titleId=764796,9.43,2
115,115,신의,장래혁,"스토리, 판타지","퇴마계의 신개념 영웅!
프로그래머 난새의 마계 전투가 시작된다!",네이버 웹툰,12,1,https://shared-comic.pstatic.net/thumb/webtoon/602287/thumbnail/thumbnail_IMAG06_1e633c89-d6a4-4105-b2ea-d41eee7aa85d.jpg,https://comic.naver.com/webtoon/list?titleId=602287,9.71,2
116,116,후기,조석,"스토리, 스릴러",무가지에 연재되던 삼류 소설이 사실은 누군가의 살인 후기였다!,네이버 웹툰,15,1,https://shared-comic.pstatic.net/thumb/webtoon/752072/thumbnail/thumbnail_IMAG06_bfa5c693-dca1-417a-b8e6-9fc6a4c79486.jpg,https://comic.naver.com/webtoon/list?titleId=752072,9.95,2
117,117,9등급,아백,"스토리, 드라마","한번호로 찍어도 받기힘들다는 9등급을 받는 이인범
공부를 못한다는 이유로 온갖 괄시를 받다가 복수를 위해 1등급을 노리게 되고
이를 돕기 위한 만화가 지망생 과외선생의 특훈을 받게 되는데...",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/737831/thumbnail/thumbnail_IMAG06_3c42d31f-46b0-45dd-87d4-5298799e8f05.jpg,https://comic.naver.com/webtoon/list?titleId=737831,9.26,2
118,118,FM보이,육일공,"스토리, 로맨스","걸어 다니는 도덕 교과서라고 불릴 정도로 정석을 따르는 FM 고등학생 오사랑.
그에겐 특별한 비밀이 있는데 그것은 바로... ""오직 고운 말들만 들린다”는 것이다!
반면, 타인의 나쁜 말이나 욕설은 그에게 잡음처럼 지직거리며 들릴 뿐이다.
잡음 섞인 세상 속에서 살아온 사랑은 어느 날, 티 없이 맑은 목소리를 가진 소녀 '리나'를 만난다.
사랑은 난생처음 설레는 감정을 느끼고 그녀를 따라 방송부까지 입부하게 되지만... 알고 보니 그녀는 욕쟁이?!
""나쁜 말을 해도 사람들에겐 고운 말로 번역되어 들리는"" 반전 소녀 소리나. 그러나 어째선지 사랑이에겐 통하지 않는다.
난생처음 욕이란 걸 생생히 들어본 '사랑'과 전교 최고 욕쟁이 '리나'의 쌍방향 의사소통 로맨스!",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/737009/thumbnail/thumbnail_IMAG06_7adc0c5d-fa1b-4b03-b52e-ae2b43aec5dc.jpg,https://comic.naver.com/webtoon/list?titleId=737009,9.96,2
119,119,비스타,유마,"스토리, 드라마","가수가 되려고 했지만 꿈을 잃고 방황하다
어렸을 때 만났던 그 아이를 만나고 다시 찾은 기회,
하지만 과거의 업보가 발목을 잡고마는데...",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/743026/thumbnail/thumbnail_IMAG06_eded2625-c185-4893-89c6-f18476862c11.jpg,https://comic.naver.com/webtoon/list?titleId=743026,7.08,1
120,120,남다른,꼬리,"스토리, 로맨스","단 한 번도 장학생을 놓쳐 본 적 없는 우등생 '강해라'! 그런 그녀가 장학생을 놓치는 계기로 등록금을 벌기 위해 담당 교수 밑에서 일을 하게 된다. 
어느 날 교수의 심부름으로 여우 바위와 뱀 바위를 조사하러 간다. 단순한 심부름일 줄만 알았는데… 그곳에서 마주하게 된 뜻밖의 사건!!
평범한 여대생이 정식 신(神)이 되려는 후보들의 평가자가 되어 벌어지는 좌충우돌 판타지 드라마!",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/761254/thumbnail/thumbnail_IMAG06_3b565316-38cc-44e0-a217-f1c10f8c0538.jpg,https://comic.naver.com/webtoon/list?titleId=761254,9.88,2
121,121,미스테리오소,송일곤 / 이제,"스토리, 감성","평범한?재능을?가졌지만, 대기업의?외동딸로?바이올린을?강요당하는?'지나'
천재적인?재능을?가졌지만, 가난한?운전사의?딸로?태어나?피아노를?포기한?'경미'
경미의?아버지가?지나네?운전사로?일하게?되면서?둘은?만나게?되고 음악이라는?고리를?통해?둘은?가까워진다.
음악과?함께한?사춘기?3년, 둘은?우정?그리고?점차?사랑을?느끼게?된다.
하지만?세상이?점점?그들을?방해하는데... ?과연?둘은?신비롭게?연주할?수?있을까?",네이버 웹툰,15,1,https://shared-comic.pstatic.net/thumb/webtoon/761255/thumbnail/thumbnail_IMAG06_33af3f1d-0493-4066-acab-bff7258d43f1.jpg,https://comic.naver.com/webtoon/list?titleId=761255,9.9,2
122,122,아이고,하모,"스토리, 드라마","자유분방한 삶을 살던 가수 지망생.
불의의 사고를 겪고 장례지도사가 되기를 결심한다.",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/739114/thumbnail/thumbnail_IMAG06_2be4bfe5-1803-4d06-aafc-3c26ec0a923f.jpg,https://comic.naver.com/webtoon/list?titleId=739114,9.93,2
123,123,너에게만,소소만,"스토리, 드라마","나의 위로가 너에게 닿기를!
항상 쓸쓸한 처지인 나주금은 유일한 버팀목이자 친구인 반려견 찰덕이마저 떠나자 큰 슬픔에 빠진다. 
그런 그녀 앞에, 7년 전 '꼭 다시 만나자'고 굳게 약속했던 친구 서일상이 나타나는데...",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/733006/thumbnail/thumbnail_IMAG06_69cfbe7e-12cc-410c-a241-f6b45926b8d7.jpg,https://comic.naver.com/webtoon/list?titleId=733006,9.97,2
124,124,이것도,제야,"스토리, 드라마","내 평범한 일상을 조여오는 시한폭탄 같은 녀석들이 찾아왔다! 
파란만장한 청춘 라이프",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/698888/thumbnail/thumbnail_IMAG06_d0c8d77d-68dd-4e91-a365-748a086a94c6.jpg,https://comic.naver.com/webtoon/list?titleId=698888,9.96,2
125,125,비질란테,CRG / 김규삼,"스토리, 액션",법은 구멍이 나 있다. 내가 그 구멍을 메운다. 널 풀어준 법을 원망해라.,네이버 웹툰,15,1,https://shared-comic.pstatic.net/thumb/webtoon/703843/thumbnail/thumbnail_IMAG06_03f17b22-859d-45b6-b30d-4bd5e970e7ff.jpg,https://comic.naver.com/webtoon/list?titleId=703843,9.98,2
126,126,우리는,억수씨,"옴니버스, 감성","당신의 추억이 깃든 모든 것에 우리, 요정이 있을지도 모릅니다.
억수씨 작가가 그리는 뽀짝 코믹 갬성 옴니버스 18부작.",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/753307/thumbnail/thumbnail_IMAG06_3cf7cade-1c0d-4404-b4a7-c90ab21c43bf.jpg,https://comic.naver.com/webtoon/list?titleId=753307,9.93,2
127,127,너에게,김대호 / 낫츠,"스토리, 액션","한국으로 돌아온 일본 인기 프로레슬러 차혜성. 
우연한 기회에 앞집 소년 한별을 위기에서 구해주고... 
한별은 혜성의 경기를 본 뒤 프로레슬러의 꿈을 키운다. 

5년 뒤 
불의 사고로 인해 페인이 된 혜성 앞에 나타난 한별! 
아재&amp;고딩의 인생 뒤집기가 시작된다!",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/761251/thumbnail/thumbnail_IMAG06_6b149983-3887-40c3-97fd-e3f6d4a20972.jpg,https://comic.naver.com/webtoon/list?titleId=761251,9.49,2
128,128,우리는,달꼬냑,"스토리, 드라마","새학기가 시작된지 일주일이 지났다.
하나 둘 씩 모이더니 어느세 다들 친구를 가진 것 같다. 
나만 빼고...

너.나.""우리""의 학원 성장 드라마",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/761252/thumbnail/thumbnail_IMAG06_50116a58-862b-43e3-ab8e-b9a95aef9cfd.jpg,https://comic.naver.com/webtoon/list?titleId=761252,9.97,2
129,129,4층복도끝천국,효조 / POST,"스토리, 로맨스","해가 지면 나를 찾아와줘!
따뜻한 저녁 바람이 교실을 감싸고 주황빛 저녁 노을이 너와 나를 물들일 때 비로소 여긴 천국.",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/761253/thumbnail/thumbnail_IMAG06_8038be6a-dfab-4f1c-b043-090572821549.jpg,https://comic.naver.com/webtoon/list?titleId=761253,9.75,2
130,130,무주의,마누비,"스토리, 로맨스","삼신할미의 저주를 풀기 위해
산신이 되는 세아의 파란만장 고교 생활!",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/726454/thumbnail/thumbnail_IMAG06_fde76bd2-51b3-4bf5-9fd0-f5efdde9a0e1.jpg,https://comic.naver.com/webtoon/list?titleId=726454,9.95,2
131,131,병의,베어리,"에피소드, 드라마","충성! 이건 진짜 
군대 이야기지 말입니다!",네이버 웹툰,12,1,https://shared-comic.pstatic.net/thumb/webtoon/728619/thumbnail/thumbnail_IMAG06_e66efd4c-b753-4f2b-8973-74b173e276e1.jpg,https://comic.naver.com/webtoon/list?titleId=728619,9.77,2
132,132,깁스맨,맹물,"스토리, 드라마","정의를 위해 일진으로 살았다. 
근데 정의가 뭔지는 알아?
한 번의 잘못된 선택이 불러온 전혀 다른 결과... 
&lt;연애학&gt; 맹물 작가의 고등학생 이야기.",네이버 웹툰,12,1,https://shared-comic.pstatic.net/thumb/webtoon/733077/thumbnail/thumbnail_IMAG06_bdda355c-a72e-45d9-a2c6-bcad0145505d.jpg,https://comic.naver.com/webtoon/list?titleId=733077,9.85,2
133,133,날,로즈빈 / 원펀치래빗,"스토리, 드라마","썸타는 영혼과의 살 떨리는 동거♥
어느 날부터 찬양의 집에 영혼이되 영혼이 아닌 ‘그’가 찾아오기 시작한다. 
두려움에 피하기만 하던 찬양은 드디어 용기를 내 낯설고 두려운 ‘그’와 마주하는데...",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/721459/thumbnail/thumbnail_IMAG06_6cab3247-dd6b-43dc-a7f0-c126352240fb.jpg,https://comic.naver.com/webtoon/list?titleId=721459,9.94,2
134,134,체크포인트휴재,송가 / 은소,"스토리, 드라마","내 인생에 세이브 포인트가 있다면?
하루에도 수십 번씩 시간을 되돌리는 남자.",네이버 웹툰,12,1,https://shared-comic.pstatic.net/thumb/webtoon/677452/thumbnail/thumbnail_IMAG06_6f18a8a0-57b1-4446-8336-159035a16e04.jpg,https://comic.naver.com/webtoon/list?titleId=677452,9.96,2
135,135,사냥개들,정찬,"스토리, 액션","빚 때문에 얽힌 세 명의 젊은이들, 그들이 보여주는 더러운 돈 사냥이 시작된다.",네이버 웹툰,18,1,https://shared-comic.pstatic.net/thumb/webtoon/727784/thumbnail/thumbnail_IMAG06_b48e17f7-d4e0-4d9d-b6b4-7c3d670c22f8.jpg,https://comic.naver.com/webtoon/list?titleId=727784,9.78,2
136,136,옆집친구,이한솔,"스토리, 로맨스","그냥 옆집친구였던 네가
이제는 다르게 보여-",네이버 웹툰,12,1,https://shared-comic.pstatic.net/thumb/webtoon/718019/thumbnail/thumbnail_IMAG06_5c3c99e2-516a-4f05-b7e1-43aa14b4f508.jpg,https://comic.naver.com/webtoon/list?titleId=718019,9.88,2
137,137,스크립토리움,Song,"옴니버스, 판타지","신화, 전설, 그리고 우리들의 이야기
&lt;미쳐 날뛰는 생활툰&gt; Song 작가 단편선.",네이버 웹툰,12,1,https://shared-comic.pstatic.net/thumb/webtoon/754873/thumbnail/thumbnail_IMAG06_4b2d3554-593c-466b-a2b3-ea6ded3e776e.jpg,https://comic.naver.com/webtoon/list?titleId=754873,9.95,1
138,138,나의,공이 / 김문경,"스토리, 로맨스","""외계인이 있다면 만나보고 싶어.""
어느날 갑자기 우주가 내게 말을 걸어왔다. 
그것도 짝사랑 남학생의 얼굴을 한 채로...?",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/731939/thumbnail/thumbnail_IMAG06_7a5f2c64-41ce-451f-899f-880ff2f2acf7.jpg,https://comic.naver.com/webtoon/list?titleId=731939,9.93,2
139,139,우리,레나,"에피소드, 일상","펫시터 알바를 하게 된 알바군. 
어떤 강아지를 만나게 될까 두근거리는 마음으로 사장님을 찾아가는데… 
그 사장님이 거대한 시베리아 허스키?! 
알바군과 그의 사장님의 즐거운 일상 이야기!",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/761246/thumbnail/thumbnail_IMAG06_09c30782-4046-4cbc-b580-b769b1dae4db.jpg,https://comic.naver.com/webtoon/list?titleId=761246,9.96,2
140,140,헬,비열한 호떡 / -2℃,"스토리, 로맨스","부모를 모르며 어렵게 자란 고2 여학생 조지아. 주변 사람들에게 멸시를 받고 그 흔한 아르바이트 자리도 구하기 쉽지 않은, 정말 말 그대로 되는 게 없는 인생을 살고 있다. 그런 인생을 한탄하던 중 갑자기 지옥 사자가 앞에 나타나고, 영혼을 대가로 소원을 이루어주겠다고 한다. 계약을 하려던 그때, 하늘에서 천국 지사가 나타나며 이중계약이 되어버리는데?!",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/761247/thumbnail/thumbnail_IMAG06_de39de8c-51d3-434e-a6fe-87e8908b62f4.jpg,https://comic.naver.com/webtoon/list?titleId=761247,9.83,2
141,141,차가운,탐토,"스토리, 판타지","평범한 여고생이었던 한세영은 소꿉친구 김진서가 자살 후 산송장이 되어 되살아나는 것을 목격한다. 
세영은 산송장이 된 진서와 접촉 후 '위퍼'라는 기생충에 감염되어 남다른 신체적 능력을 얻게 되고, 이를 계기로 위퍼를 제거하고자 움직이는 비밀 경찰 '생활안전국 비밀상장과'에 스카웃되는데…",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/761248/thumbnail/thumbnail_IMAG06_baa4aa56-c305-4846-98b8-8049ffd976e5.jpg,https://comic.naver.com/webtoon/list?titleId=761248,9.87,2
142,142,열불,홍치,"스토리, 로맨스","죽기 싫으면 연애하라!
화 많은 소녀 불화자의 살기 위한 필'수(水)' 로맨스.",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/725552/thumbnail/thumbnail_IMAG06_6597ff9f-bbd8-4b86-accf-1e44eaced161.jpg,https://comic.naver.com/webtoon/list?titleId=725552,9.96,2
143,143,나의,신매,"스토리, 감성","아빠의 갑작스런 죽음 이후로 후회와 죄책감에 살던 이슬. 그녀 앞에 하늘을 나는 소년이 나타났다. ""너에게 작은 용기를 줄게.""",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/742349/thumbnail/thumbnail_IMAG06_7f64dbf2-0d9b-407b-8190-f9be566dc648.jpg,https://comic.naver.com/webtoon/list?titleId=742349,9.93,1
144,144,갓물주,HD3,"스토리, 드라마","과거로 갈 수 있는 건물을 얻게 된 평범한 청년 송강기.
시간 이동으로 내가 얻은 이득만큼 누군가는 피해를 보게 되는 파이 싸움의 현실!
강기는 과연 어떤 선택을 해 나갈 것인가...",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/731297/thumbnail/thumbnail_IMAG06_66d44406-36de-4124-890c-9ddb875fe20b.jpg,https://comic.naver.com/webtoon/list?titleId=731297,9.9,2
145,145,죽어도,권혜민 / 단염,"스토리, 로맨스","귀신을 보는 장의사 오안나와 좀비가 되어버린 우주 대스타 류빈의 
오싹달콤한 로맨스가 시작된다!",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/759094/thumbnail/thumbnail_IMAG06_dce13324-3979-4dcd-a3b6-1f70fe8572a4.jpg,https://comic.naver.com/webtoon/list?titleId=759094,9.78,2
146,146,극야,운 / 한 큰빛,"스토리, 스릴러","폭설,?강풍,?혹한 그리고 반 년 간의 길고 긴 밤이 이어지는 남극의 겨울.
지구상 최악의 조건에 고립된 연구원들 앞에 정체불명의 ‘무언가’가 나타났다.",네이버 웹툰,15,1,https://shared-comic.pstatic.net/thumb/webtoon/721463/thumbnail/thumbnail_IMAG06_0bc141c6-3dc0-4114-958d-2668fccec3fa.jpg,https://comic.naver.com/webtoon/list?titleId=721463,9.96,2
147,147,선녀야,햄톨탱크,"스토리, 로맨스","사랑 인연을 이어주기 위해 지상에 온 선녀 초미.
톱스타 강수에게 냥줍을 당하다..!!",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/738547/thumbnail/thumbnail_IMAG06_f8072150-86c3-4907-b84b-08e8a728f804.jpg,https://comic.naver.com/webtoon/list?titleId=738547,9.79,2
148,148,커넥트,신대성,"스토리, 스릴러","그 놈은 날 죽였다. 
하지만 난 되살아났고 그놈에 복수하기로 했다.
내 눈을 가져간 자기 눈에 이식한 그놈이 보는 풍경이 내게도 보인다.
누군지 모르겠지만 곧 다시 만나게 될 것이다.",네이버 웹툰,15,1,https://shared-comic.pstatic.net/thumb/webtoon/727268/thumbnail/thumbnail_IMAG06_2fce82b1-78c9-4eff-8fcc-de05a93cc79d.jpg,https://comic.naver.com/webtoon/list?titleId=727268,9.58,2
149,149,연하의,나영 / 승우,"스토리, 로맨스","남친인 안그림에게 아무런 이유도 듣지 못하고 차인 공인주. 
안그림에게 의존해 생활했던 인주는 그림의 빈자리를 크게 느끼며 그를 되찾을 계획을 세운다. 
그 계획의 첫 번째는 그림의 질투를 유발하는 것! 이를 위해 봉사활동에서 만난 잘생긴 후배 서윤을 꼬셔보려고 하지만, 서윤에게는 좋아하는 사람이 있었는데…. 사랑을 쟁취하기 위해 동맹을 맺기로 한 두 사람의 끝은…?!",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/759093/thumbnail/thumbnail_IMAG06_d41f124c-c485-418c-a2ee-9325e086cffb.jpg,https://comic.naver.com/webtoon/list?titleId=759093,9.53,2
