,id,title,author,genre,platform,story,age,rate,complete,free,thumbnail,website
1586,1586,야간객잔,손규호,개그,레진코믹스,"검 대신 식칼을 잡고 세상을 뒤바꾸는 요리계의 홍길동. 음식으로 세상을 바꾸는 한 남자의 고군분투기! , 의 작가가 선보이는 조선 최초의 '맛' 칼럼니스트 이야기.",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/4515548063465472/images/tall.webp?updated=1533711604618&width=214,https://www.lezhin.com/ko/comic/night_accommodations
1587,1587,아르슬란 전기,"아라카와 히로무, 다나카 요시키",판타지,레진코믹스,"""강철의 연금술사"", ""은수저"" 아라카와 히로무 최신간 발행!! 다나카 요시키의 ""아르슬란 전기"", 전격 만화화!! ‘못미덥다’, ‘나약하다’, ‘기량이 부족하다’는 말만을 듣던 아르슬란이 열네 살이 되었을 때, 먼 나라의 이교도들이 파르스를 침공. 왕자...",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/4756798567874560/images/tall.webp?updated=1626068379687&width=214,https://www.lezhin.com/ko/comic/theheroiclegendofarslan
1588,1588,마녀의 하인과 마왕의 뿔,모치,판타지,레진코믹스,"레이… 나의 아내… 나의 가슴…. 마왕 토벌의 명령을 받아 혼자서 마왕성에 진입한 마녀의 하인, 아르세니오. 그런데 그곳에는 어떻게 보나 마스코트 캐릭터 같은 마왕과 그 마스코트에게 성희롱을 당하는 글래머♥ 소녀가 있었는데…?!...",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/6127181968834560/images/tall.webp?updated=1542274613253&width=214,https://www.lezhin.com/ko/comic/servant_of_witch
1589,1589,정령사: 나타르 전기,"ordin, green",판타지,레진코믹스,"모든 세계관을 창조하고 생명을 불어넣은 조물주와 그 피조물의 대결“ 인기절정의 만화가가 의문의 전화 한 통을 받고 쓰러진다. 정신을 차려보니 자신이 그린 만화  속 조연, 레오가 되어 있는 것이 아닌가?! 당황도...",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5710789304778752/images/tall.webp?updated=1594367435155&width=214,https://www.lezhin.com/ko/comic/natar_story
1590,1590,산신과 소녀,"충충가가, 오아산보",판타지,레진코믹스,"불행을 달고 태어난 소녀, 소정은 아버지가 사고로 죽고 어머니마저 병들자 고향으로 돌아오게 된다. 그리고 비로소 자신이 천살고성을 안고 태어났으며 주위의 불행도 자신의 탓이라는 걸 알게 된다. 혼자 살기로 결심하고 비어...",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5705918977802240/images/tall.webp?updated=1534231176604&width=214,https://www.lezhin.com/ko/comic/mountain_girl
1591,1591,서뱀프 (SERVAMP),타나카 스트라이크,판타지,레진코믹스,"코믹한 열혈! 흡혈귀×주종계약 배틀 액션―!! 고등학교 1학년인 주인공 시로타 마히루는 길에서 고양이 한 마리를 줍는데, 그 정체는 다름 아닌 「SERVAMP」라는 하인 흡혈귀였다! 게다가 「귀찮아――」 가 말버릇인 의욕 제로의 성격!! 계약에...",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/6233942556803072/images/tall.webp?updated=1624445996677&width=214,https://www.lezhin.com/ko/comic/servamp
1592,1592,일단 먹고보자,불변만랩,개그,레진코믹스,편의점에서 벌어지는 연하남과의 좌충우돌 섹시 로맨스!,15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/4706141454729216/images/tall.webp?updated=1567672815781&width=214,https://www.lezhin.com/ko/comic/lets_eat_first
1593,1593,이세계 접대밥,"메다마야키, 시노부마루",판타지,레진코믹스,"사이좋은 자매와 따끈한 밥상이 자아내는 이세계 미식 판타지, 개막!! 부모님을 여읜 뒤로 동생과 사이좋게 지내온 평범한 직장인 아카네. 그러던 어느 날, 아카네는 놀랍게도 「성녀」라는 동생과 함께 이세계로 소환되고 만다. 살던...",0,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/4565530284457984/images/tall.webp?updated=1584495317610&width=214,https://www.lezhin.com/ko/comic/hospitality_rice
1594,1594,독희,미하라 미츠카즈,판타지,레진코믹스,"사랑하는 이를 위해 흘리는 눈물마저도 독이 되어버리고 마는 잔혹한 운명의 여인, 독희(毒姬)! 적국의 지도자를 암살하기 위해 파견되는 독희에게 주어진 선택은 단 두 가지뿐. ""적을 죽이고 살 것인가. 아니면 적을 죽이고...",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5954888071905280/images/tall.webp?updated=1514516408683&width=214,https://www.lezhin.com/ko/comic/poison_flowers
1595,1595,아인슈타인의 괴물,미야나가 류,판타지,레진코믹스,"마녀가 낳은 죽지 못한 자. 마녀 소년 아인슈타인은 살아남기를 원하는 청년을, 프랑켄슈타인으로 소생시킨다. 목숨을 나눈 채 살아가는 두 사람이 만들어 가는 끔찍하면서도 사랑스러운 이야기.",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/4988624458088448/images/tall.webp?updated=1571274032510&width=214,https://www.lezhin.com/ko/comic/einsteins_monster
1596,1596,모모모 괴 레스토랑,야마다,개그,레진코믹스,"사람에게 보이지 않는 것이 보이는, 복슬복슬한 털을 좋아하는 고교생 마미야 치히로는 요괴들이 모여있는 레스토랑에 일하게 되어버렸다?! 평범하지 않는 점원과 복슬복슬한 털이 많은 좀 이상한 레스토랑 개점!",0,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/6350051741007872/images/tall.webp?updated=1479790286191&width=214,https://www.lezhin.com/ko/comic/momomo_restaurant
1597,1597,저는 얌전히 사라지기로 했습니다,"RURU, 키리에",판타지,레진코믹스,"대대로 왕가를 섬긴 리스틸 공작가의 영애 루셰로 전생하고만 나. 어느 날, 태어날 때부터 지녔던 미래가 보이는 능력으로 나와 남동생을 둘러싸고 벌어진 후계자 다툼이 결국 나라를 뒤흔드는 전쟁이 된다는 걸 알게...",0,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5447533216464896/images/tall.webp?updated=1611808737842&width=214,https://www.lezhin.com/ko/comic/kiesarukotoni_shimasu
1598,1598,그 사람의 위장에는 내가 부족해,쵸모란,판타지,레진코믹스,"좋아하니까, 네 골수까지 원해. 이‘식(食)’의 연애 × 괴이 판타지! 요리를 잘하는 중학생인 후나츠기 마키에는 사랑을 하고 있다. 그가 좋아하는 사람은 바로, 고등부 선배인 미츠하라 사치. ‘내 특기인 요리로 선배의 위장을...",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5597400384733184/images/tall.webp?updated=1603946056610&width=214,https://www.lezhin.com/ko/comic/stomach
1599,1599,공정 드래곤즈,쿠와바라 타쿠,판타지,레진코믹스,"하늘에서 펼치는 용과의 생존경쟁! 용잡이들의 낭만 판타지, 지금 이륙합니다! 희소한 용을 찾아, 각국이 하늘로 눈을 향한 지 반세기. 비행선 ‘퀸 자자호’는 이제는 숫자가 많지 않은 현역 포룡선이다. 용을 잡는 목적은...",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5651316960460800/images/tall.webp?updated=1592210974418&width=214,https://www.lezhin.com/ko/comic/dragons
1600,1600,터무니없는 스킬로 이세계 방랑 밥 : 스이의 대모험,"후타바 모모, 에구치 렌",판타지,레진코믹스,"S노벨플러스, S코믹스 인기 시리즈 의 공식 스핀오프 코믹스 등장!! 맛있는 냄새에 이끌려 모습을 드러낸 마물은 먹보로 인간을 잘 따르는 탱글탱글한 슬라임이었습니다.  최고 귀요미 슬라임의 즐거운 모험 이야기!! 스이의 귀여움을, 꽉...",0,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/6087770932314112/images/tall.webp?updated=1621998690882&width=214,https://www.lezhin.com/ko/comic/isekai_hourou_meshi
1601,1601,호러하우스,Rui,판타지,레진코믹스,갈 곳 없는 천애고아인 주인공이 어느 날 먼 친척으로부터 오래된 양옥집을 유산으로 받게 된다. 그 양옥집에서 요괴들과 함께 자신의 꿈인 요리사를 위해 정진하는데... 꿈과 가족이란 의미를 다시 새기는 일상판타지,15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5212588008144896/images/tall.webp?updated=1550047722321&width=214,https://www.lezhin.com/ko/comic/horrorhouse
1602,1602,이상한 제과점의 일상,"네이네이지, 쟈이지송, 크라이드 카툰 에이지",판타지,레진코믹스,"귀엽기만 하던 고양이 네 마리가 미소년들로 변해 '계약'을 요구한다? 낮에는 베이커리의 점장으로, 밤에는 계약대로 인도자로서 길잃은 영혼을 저세상으로 인도하는 정시내. 네 명의 미소년과 함께하는 시내의 이중생활이 펼쳐진다. ⓒMaimeng Comic",0,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5595851390058496/images/tall.webp?updated=1606787182486&width=214,https://www.lezhin.com/ko/comic/zhaijisong
1603,1603,이도바타는 홀리기 쉬워,타케야 마리코,개그,레진코믹스,"홀리기 쉬운 체질×가만두지 못하는 성격 두 사람이 펼치는 유쾌한 제령 코미디, 지금 시작합니다─! 신사에서 태어난 불량 남고생 미모리 시노부에겐 한 가지 고민거리가 있다. 그것은 소꿉친구인 이도바타 료가 유령에게 홀리기 쉬워서...",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/6024114628526080/images/tall.webp?updated=1626414786868&width=214,https://www.lezhin.com/ko/comic/idobata
1604,1604,폭식의 베르세르크 (코믹스),"타키노 다이스케, 잇시키 이치카",판타지,레진코믹스,"[스킬]의 우열이 절대적인 세계에서 《폭식》이라는 배가 고파지기만 하는 스킬을 가지고 태어난 페이트. 무능하다고 천대받으며 위험하고 급료도 적은 성의 문지기 일을 하면서 먹고 사는 밑바닥 생활을 하던 어느 날, 성에 침입한...",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/4914989053050880/images/tall.webp?updated=1626067123354&width=214,https://www.lezhin.com/ko/comic/binge_eating_berserk
1605,1605,[코믹] 신들에게 주워진 남자,"란란, 로이",판타지,레진코믹스,일본의 중년 회사원 타케바야시 료마는 사후 세 신의 협력을 받아 어린아이의 모습을 하고 이세계로 환생! 숲에서 혼자 느긋하게 살기 시작한 료마는 마법으로 길들인 슬라임들의 연구에 빠져드는데…. 의외로 편리하게 이용할 수...,0,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5296892973219840/images/tall.webp?updated=1626067080456&width=214,https://www.lezhin.com/ko/comic/hirowareta_otoko
1606,1606,블러드 레퀴엠,"황은성, 유영아, 박상선",판타지,레진코믹스,"여전히 과거에 살고 있는 아름다운 흡혈귀, 태성과 도윤. 과거의 한 여자를 닮은 미대생 민아. 이들의 서늘하고도 아름다운 이야기.",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/6270369967767552/images/tall.webp?updated=1561959996618&width=214,https://www.lezhin.com/ko/comic/blood_requiem
1607,1607,그녀의 레시피,최해웅,개그,레진코믹스,가상의 통일 대한민국의 부산. 대대로 한의사 가문의 외동딸인 유미호는 어이없는 실수로 한의사 시험에 세 번이나 낙방하고 만다. 이번에도 떨어지면 다시는 집에 돌아오지 않겠다는 각오로 길을 떠나지만 결과는 비참하게도 낙방하고 마는데...'약선요리사'가...,15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/6597293210468352/images/tall.webp?updated=1534474803628&width=214,https://www.lezhin.com/ko/comic/her_recipe
1608,1608,삼국군영전 화봉요원,진모,액션,레진코믹스,"불꽃의 봉황이 들판을 불사르네 '화봉요원'은 삼국지를 소재로 하는 가상역사 만화다. 삼국지는 한자를 쓰는 한자문화권으로 통하는 소위 극동 3국, 중국 일본 한국에서 공통적으로 하나의 모델처럼 활용되고 있으며, 삼국지의 각색물은 3국 모두에서...",0,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5651662265516032/images/tall.webp?updated=1602070366190&width=214,https://www.lezhin.com/ko/comic/hwabongyowon
1609,1609,천추 [연재],"김성재, 김병진",판타지,레진코믹스,"두 명의 형제, 뒤바뀐 운명! 어둠 속을 걷는 전사들의 이야기!! 황국을 멸하고 부모를 죽일 ‘악령의 자식’이란 낙인을 안고 변방의 전장을 헤매는 천추. 죽어야 할 그가 살아남아 쌍둥이 형 을파소가 황위를...",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/6513625742508032/images/tall.webp?updated=1624261699470&width=214,https://www.lezhin.com/ko/comic/cheonchu
1610,1610,복수의 리아,마시로 나기,판타지,레진코믹스,"“복수를 원하는가?” 피투성이가 된 방. 바닥을 뒹구는 어머니의 시신. 무력한 나는 눈앞의 검은 옷을 입은 남자의 손에 휘둘릴 수밖에 없었다…. 작은 마을 변두리에서 어머니와 단둘이 사는 소녀, 리아. 어느 날,...",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/6437491877150720/images/tall.webp?updated=1623637739549&width=214,https://www.lezhin.com/ko/comic/ria_of_revenge
1611,1611,젤리장수 다로,김민희,판타지,레진코믹스,"이 만화를 읽기 전의 당신은 애송이! 진짜 만화팬들을 위한 개그 바로미터! 르브바하프 왕국 재건설기, 강특고 아이들 김민희 작가의 대망의 신작이 나왔습니다. 얍실함으로 똘똘 뭉친 초보 장사꾼 다로와 젤리 원정대의 초감각...",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5291211212783616/images/tall.webp?updated=1613468260878&width=214,https://www.lezhin.com/ko/comic/daro
1612,1612,페리테일,김은경,판타지,레진코믹스,"이루어지지 못한 사랑 때문에 저주를 받아 고립된 작은 세계인 페리테일에는 라는 오랜 전설이 있다. 그 때문인지 ‘티아라’와 ‘다이스’ 두 집안의 남녀는 만나면 사랑에 빠지는 저주를 가지고 태어났고, 라피즐리 다이스와 호노리아...",0,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5176810873159680/images/tall.webp?updated=1622009990602&width=214,https://www.lezhin.com/ko/comic/fairy_tale
1613,1613,허스크,"승우, 민준",판타지,레진코믹스,"사악한 마왕이 아닌, 용사가 되고 싶은 아기 마왕 '허스크'가 과학의 행성 어스를 향해 떠나는 액션 어드벤쳐. 허스크는 헤어진 할아버지를 만나기 위해 어스로의 여행을 시작한다. 허스크는 할아버지에게 배운 어스의 과학과 마력을...",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/6548002378612736/images/tall.webp?updated=1468829797672&width=214,https://www.lezhin.com/ko/comic/husk
1614,1614,노바,김영찬,판타지,레진코믹스,코부리가 여행하던 중에 일행 노바가 죽게 된다. 노바를 되살리려고 수소문을 하다 작가가 되어 책을 쓰면 살릴 수도 있다는 얘길 듣고 작가지망생이 된다. 책 노바를 집필하면서 과거에 함께 여행한 이야기를 쓰게...,0,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/4970905761742848/images/tall.webp?updated=1468829757516&width=214,https://www.lezhin.com/ko/comic/noba
1615,1615,테라그램,백세,판타지,레진코믹스,"무자비하고 강한 ZOO파크의 지배자 , 착하지만 작고 약한 ZOO파크의 주민 . 전혀 다른 이 둘이 누군가의 저주로 인해 아픔은 물론 죽음까지 공유하게 됐다! 김최강은 도도의 자해로 인해 도도의 명령에 따라야만...",0,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/6580044189925376/images/tall.webp?updated=1562836626885&width=214,https://www.lezhin.com/ko/comic/teragram
1616,1616,퍼펫플레이,키키,판타지,레진코믹스,"에임, 하이그, 래디. 3명의 소년은 기사단이 지키고 있는 경계의 울타리를 넘어 바깥 세상으로의 여행을 시작한다. 악마를 섬기는 종교집단 ""다르달다르""의 주술사가 인간의 영혼을 집어넣어 만든 기계인형 ""마리의 아이들"". 경계를 넘자마자 그들의...",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5255174490947584/images/tall.webp?updated=1520223486272&width=214,https://www.lezhin.com/ko/comic/puppet_play
1617,1617,그라운드 제로,이밤,액션,레진코믹스,"북한의 생화학 무기로 대한민국 사람들이 좀비로 변한다. 고립된 대한민국에서 벌어지는 좀비와의 사투는 세계의 이목을 끌고, 좀비를 해치우는 통칭 ‘헌터’들도 등장한다. 한편 주인공 민철은 부산에 있는 여자친구를 구하기 위해 서울을 벗어나려...",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5975212495601664/images/tall.webp?updated=1554874521950&width=214,https://www.lezhin.com/ko/comic/ground_zero
1618,1618,향밀침침,칠야,판타지,레진코믹스,천제(天帝)의 차남 화신(火神) 봉황(욱봉)은 누군가의 음모로 수경(水鏡)에 떨어졌고 우연히 금멱에게 구해졌다. 고귀한 혈통의 신분을 가진 화신은 금멱과 함께 천궁(天庭)으로 돌아가 백여 년의 세월을 함께 보내며 그녀의 매력에 점점 빠지게 되는데......,15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/6186603821793280/images/tall.webp?updated=1543553446381&width=214,https://www.lezhin.com/ko/comic/hyangmilchimchim
1619,1619,푸른바다에 사로잡힌 공주,아유무라 유키,판타지,레진코믹스,신의 나라라고 불리는 소국 코우로젠의 황녀 마츠리카는 항구에서 미남장부라고 소문난 대국 왕자의 구혼에 고민하고 있다. 그러던 중 마츠리카는 침실에 침입한 해적 라쥬에게 납치를 당하게 되는데… 라쥬는 신의 나라 공주인 마츠리카를...,15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/554/images/tall.webp?updated=1464939035713&width=214,https://www.lezhin.com/ko/comic/bluesea
1620,1620,아카이 씨는 오늘도 막혀있어,"오다카 준이치, 노다 다이스케",개그,레진코믹스,아카이 코마 고등학교 1학년. 현재 장려회 1급. 「프로 기사」를 꿈꾸며 장기에 모든 것을 건 그녀는 말한다. ―『장기 이외의 것에 한눈파는 건 낭비라고 생각해.』??!! 학창 시절은 이미 망한 낌새&amp;오늘도 타다노 선생님을...,15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5195910623920128/images/tall.webp?updated=1626414123665&width=214,https://www.lezhin.com/ko/comic/akai
1621,1621,캐릭터 컴퍼니,심지예,판타지,레진코믹스,캐스팅 배틀 판타지!! 나도 만화 주인공이 된다! 캐릭터 컴퍼니의 마지막 E급 캐릭터 노마. 주변의 무시와 언제 폐기당할지 모르는 공포 속에 살던 노마는 어느 날 유명작가 F의 신작 주인공으로 캐스팅되는 행운을...,15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/6026372837867520/images/tall.webp?updated=1596021437562&width=214,https://www.lezhin.com/ko/comic/character_company
1622,1622,나와 선배의 철권교제,"나리타 슌, 오소라",판타지,레진코믹스,로리타 패션의 사고뭉치 소녀와 쿨하고도 S한 안경 고교생의 범죄 사냥. 일본 유수의 재벌 코이가쿠보 가문의 귀한 따님 히메코. 그리고 그 곁을 지키는 그녀의 단 한 명뿐인 친구인 후배 슈지. 연인도...,15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/622/images/tall.webp?updated=1429173991491&width=214,https://www.lezhin.com/ko/comic/tekkenkousai
1623,1623,팬텀 인 더 트와일라잇,Happy Elements,판타지,레진코믹스,"말로는 설명할 수 없는 미스터리한 사건이 끊이지 않는 영국 런던. 전설과 소문을 먹고 자라는 괴물. '움브라'와 인간의 평화로운 공존을 위해 '황혼 길드'가 움직인다. 흡혈하지 않는 뱀파이어, 브래드 가펑클. 일상이 개그인...",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/4620407483006976/images/tall.webp?updated=1568182205310&width=214,https://www.lezhin.com/ko/comic/phantom_in_the
1624,1624,"백랑, 신이 되다",이군용,판타지,레진코믹스,"추락 후 눈을 떠보니, 내가 신이라고...? 평범한 소녀 한별은 하루 아침에 백랑국의 신이 되었으나, 생각보다 신으로 사는 생활이 행복하지 않다. 자유도 없고 채식만 해야 하는 상황. 게다가, 나라를 피폐하게 만든...",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5406740815675392/images/tall.webp?updated=1597213938980&width=214,https://www.lezhin.com/ko/comic/baekrang
1625,1625,벨제붑 아가씨의 뜻대로.,마토바,개그,레진코믹스,"유쾌한 마계에 오신 걸 환영합니다. 개성 넘치는 주민뿐인 느긋한 마계 일상 코미디 개막! 수십만의 악마군을 통솔하는 팬더모니엄의 주인, 벨제붑을 모시게 된 뮤린. 그러나 동경했던 각하는 알맹이가 너무나도 느~긋하고 무사태평?! 개성...",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/4827680791396352/images/tall.webp?updated=1626414796130&width=214,https://www.lezhin.com/ko/comic/miss_beelzebub
1626,1626,데블즈라인,하나다 료,판타지,레진코믹스,"[15세 이상 열람 권장합니다.] ‘괴물’은, 당신의 곁에 있다ㅡ. 사랑과 욕망, 폭력과 헌신하고픈 마음이 교차하는 다크 판타지 개막!! ⓒRyo Hanada/Kodansha Ltd.",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/4582775560994816/images/tall.webp?updated=1572313526276&width=214,https://www.lezhin.com/ko/comic/devilsline
1627,1627,구름동자 하월,토비,판타지,레진코믹스,신들의 힘이 약해 짐에 따라 천왕에게 대적하는 마족들이 기승을 부리기 시작하고 이에 천왕은 개혁 프로젝트를 실행한다 이 야심찬 첫 개혁의 주인공 하월은 직속상관 자비화를 만나 파란만장한 영계생활을 시작한다 소리없이 계속해서...,15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/4535942055854080/images/tall.webp?updated=1594288988183&width=214,https://www.lezhin.com/ko/comic/cloud_pupil
1628,1628,마법사 프람 테일,꿀볼,판타지,레진코믹스,"투투 왕국 최고의 마법사 프람, 모종의 사건 이후 프람의 제자가 된 어설픈 기사 피터, 그리고 평소엔 온화하다 종종 범상치 않은 눈빛을 보이는 이중인격(?) 공주 엘리, 절대 어울리지 않을 것 같은...",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5734786707357696/images/tall.webp?updated=1575008281986&width=214,https://www.lezhin.com/ko/comic/wizard_pramtale
1629,1629,결벽남자! 아오야마군,사카모토 타쿠,개그,레진코믹스,"축구 국가대표인 천재 꽃미남 소년은 플레이 스타일도 ‘결벽’하게 해낸다. 헤딩, 태클은 당연히 사절. 스로잉? 글러브를 끼면 뭐 OK. 이런 녀석을 용납해도 되는 거야?! 무균계 공격형 축구부 코미디, 반짝반짝하게 출발합니다☆",0,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/6574917129469952/images/tall.webp?updated=1569377812517&width=214,https://www.lezhin.com/ko/comic/aoyama
1630,1630,파수,꿀자몽,판타지,레진코믹스,찬이는 힘들게 아르바이트를 구하게 되는데 느낌이 좋지 않다… 평범한 주인공이 저승사자 아르바이트를 하게 되면서 벌어지는 기묘한 이야기!,15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/4749376002850816/images/tall.webp?updated=1569221072515&width=214,https://www.lezhin.com/ko/comic/pasoo
1631,1631,지켜라 여의주,레이카,판타지,레진코믹스,천년에 한번 신력을 지닌 용으로 태어난 호기심 많은 용춘기 소녀의 좌충우돌 학원판타지 로맨스!,15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5301012182990848/images/tall.webp?updated=1596595106691&width=214,https://www.lezhin.com/ko/comic/yeoujuju
1632,1632,메탈하트[컬러],윤재호,판타지,레진코믹스,"격투게임 「메탈하트」의 천국 챔피언 자격으로 개발사 메가테크에 초대된 현민우. 그곳에서 고대하던 속편 「메탈하트2」를 최초로 테스트하는 행운을 만나지만, 의문의 사고로 인해 테스트가 중단된다.... 그리고 그 순간, 18세의 오타쿠 소년의 인생에 행복한...",0,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5915562804903936/images/tall.webp?updated=1626068872218&width=214,https://www.lezhin.com/ko/comic/metal_heart
1633,1633,"성녀님의 어리광을 받아 주고 싶어, 단 용사 넌 안 된다","kanco, 토츠 아키타",판타지,레진코믹스,교황국의 신관 베일은 직무의 일환으로 치유의 힘을 지닌 성녀 후보 루나를 감시하라는 명령을 받는다. 언제나 밝게 웃는 루나에게 마음을 빼앗긴 베일은 그녀를 데리고 도망쳐서 변경의 교회에 몸을 숨기는데―? 운명에 저항하는...,0,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5996817051615232/images/tall.webp?updated=1614221565657&width=214,https://www.lezhin.com/ko/comic/yusha_omaeha_dameda
1634,1634,테리아,김희경,판타지,레진코믹스,"동물로 변하는 인간 '테리아'와 살아가는 평범한 고등학생의 미스테리한 스쿨 라이프! 동물로 변하는 인간 '테리아'가 사회에 섞여 살아가는 현대. 시골 소년 '호준'은 도시의 사립 고등학교에 입학하고, 청춘을 제대로 즐기겠다고 다짐한다. 그러나...",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5242185348349952/images/tall.webp?updated=1601009587731&width=214,https://www.lezhin.com/ko/comic/theria
1635,1635,태양을 피하는 코이데 군,이시카와 로즈,개그,레진코믹스,"코이데 만사쿠는 16세 때 흡혈귀가 되어 불로불사의 몸이 된 후로 고등학교 1학년을 133번이나 되풀이하고 있다. 햇빛에 극도로 약하고, 성격도 뒤틀려서 여학생들에게 미움받는 신세이며, 시원찮은 그룹에 속해 버렸기 때문에 충실하지 못한...",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5457698240069632/images/tall.webp?updated=1626414464570&width=214,https://www.lezhin.com/ko/comic/koike_the_avoid_sun
1636,1636,여우요괴 킨코,키후 타츠미,판타지,레진코믹스,"깊은 산 속, 현실 세계와 요괴들의 세계의 경계에 있는 마을이 있었다. 여우 요괴족인 킨고는 행방불명된 동생 긴코를 찾으러 마을까지 흘러 들어가 우연히 인간 소년인 아츠시와 마주치게 된다. 어째선가 아츠시는 킨코를...",0,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5832318157062144/images/tall.webp?updated=1464066024123&width=214,https://www.lezhin.com/ko/comic/foxmonster_kinko
1637,1637,배틀! 그 문을 열어라!,나닌,개그,레진코믹스,"두뇌 명석, 외모 수려 누구나가 인정하는 완벽한 대학생 마스다는 시급 5천 엔의 가정교사 아르바이트를 제안받고 수락하게 된다. 마스다가 가르쳐야 하는 학생은 바로 몇 년째 방에서 나오지 않고 하루 종일 게임만...",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/6697728810549248/images/tall.webp?updated=1556280328425&width=214,https://www.lezhin.com/ko/comic/battle_door
1638,1638,방과후 개그부,타카시마 히로미,개그,레진코믹스,"내가 쓴 소재가 훨씬 더 재밌지!? 라디오 개그 코너에 자주 참여하는 남자 고등학생, '키타노 나츠미'의 학교생활은 친구도 적고 특별할 게 없었다. 여자 개그 콤비 '더블 리본'의 모르는 공연에서 웃기지 못해...",0,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5331411003506688/images/tall.webp?updated=1626414270801&width=214,https://www.lezhin.com/ko/comic/gag_club_afterschool
1639,1639,이 미술부에는 문제가 있다,이미기 무루,개그,레진코믹스,2차원만을 사랑하는 우치마키 군! 그런 우치마키에게 관심 집중인 우사미 씨! 대망의 문화계 부활동 일상 코미디 제1권 스타트!!,15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5870236620423168/images/tall.webp?updated=1511171979412&width=214,https://www.lezhin.com/ko/comic/2d_girlfriend
1640,1640,달걀프라이의 노른자 언제 깨?,오히나카 고,개그,레진코믹스,"오히나타 고 만화 『달걀프라이의 노른자는 언제 깨?』제1권. 개그만화의 프린스 '오히나타 고'가 선사하는 ‘먹는 방법’에 대한 고찰!! 일본 NHK 방영 먹방애니메이션도 대박!! 새로운 개념의 음식 만화, 한국 상륙!!",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5562797708673024/images/tall.webp?updated=1516172102931&width=214,https://www.lezhin.com/ko/comic/yolk_talk
1641,1641,반짝이는 소녀,팁 오브 더 핑거 애니메,판타지,레진코믹스,"어릴 때 잠깐 아역 활동을 했던 수정이, 연예계에서 있었던 일들은 까맣게 잊고, 평범한 일상으로 돌아가 어느덧 고등학생이 되었는데… 과거에 잠깐 합을 맞췄던 상대역 배우 현성이가 갑자기 그녀 앞에 나타났다! 이로서...",0,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/6331445608054784/images/tall.webp?updated=1516005466759&width=214,https://www.lezhin.com/ko/comic/sparkling_girl
