,id,title,author,genre,platform,story,age,rate,complete,free,thumbnail,website
0,0,아기가 생겼어요 [연재],"강기, 이정",로맨스,레진코믹스,윤리적 교육적으로 완벽한 선생님을 꿈꾸던 장희원은 하룻 밤의 일탈로 임신을 하게 된다. 설상가상으로 아기아빠는 제자의 삼촌이자 학교 이사장인 강두준인데. 덜컥 결혼부터 하자는 이사님께 제대로 낚인 장희원의 아슬아슬한 로맨스 드라마,15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5564344987877376/images/tall.webp?updated=1606719928639&width=214,https://www.lezhin.com/ko/comic/i_have_a_baby
1,1,미스타임 (Miss time) [연재],"봉구씨, 경섭",로맨스,레진코믹스,"퍼스널 트레이너로 성공한 골드미스 이가온, 독설로 유명한 로맨스 작가, 지호와 원수관계에 놓이다? 가온은 웬수덩어리 친구 세라의 결혼식에 갔다가 얼떨결에 세라의 도주(?)를 돕게 되고 그 과정에서 신랑이었던 지호와 서로를 맹렬하게 비난하는...",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/4978865662394368/images/tall.webp?updated=1614912988324&width=214,https://www.lezhin.com/ko/comic/miss_time
2,2,소라해나! [연재],작불,백합,레진코믹스,"""저, 남자친구가 생기게 도와주세요!!"" ""좋아, 대신 내가 대학가게 도와줘♪"" 얼떨결에 양아치 우해나의 인생을 책임지게 된 명문제일여고 전교 1등 윤소라. 설상가상으로 소라가 설레는 건, ‘남자친구 후보’가 아니라 ‘해나 언니’인데...?! 거짓말 때문에...",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/4968786635063296/images/tall.webp?updated=1616406856770&width=214,https://www.lezhin.com/ko/comic/sorahaena
3,3,LOVE WINS,목도리,백합,레진코믹스,「 레진챌린지에서 독자들의 정신이 아찔해지게 웃기고 설렜던 선 결혼 후 연애 로맨스!! 」 동성혼 합법화 소식에 들떠 번개에 나간 모쏠 레즈 이다연. 술에 취해 모르는 여자와 혼인신고를 해버렸다....!?,15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/4527189402124288/images/tall.webp?updated=1628218618659&width=214,https://www.lezhin.com/ko/comic/lovewins
4,4,말할 수 없는 남매,윌로우,로맨스,레진코믹스,전학 첫 날부터 큰 사고를 쳤다. 첫눈에 반한 남학생의 관심을 끌기위해 오빠와 사귄다는 거짓말로 학교를 발칵 뒤집어 놓은 다이너마이트 남매의 학교생활. 탄탄한 실력을 갖춘 윌로우님의 장편 데뷔작.,15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/99/images/tall.webp?updated=1610007299725&width=214,https://www.lezhin.com/ko/comic/my_secret_brother
5,5,대표님의 삐뚤어진 사랑 [연재],"Hongshu, Rose Studio, Nianhuarexiao",로맨스,레진코믹스,"""도망쳐 봐야 내 손바닥 안이지."" 자신을 버린 전 남자 친구에게 복수하기 위해 악마 같은 남자 강재준과 계약을 하게 된 문가영. 그런데 이 남자 정말 괜찮은 걸까? 문가영은 자신의 주변인들까지 조여오는...",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5459019290705920/images/tall.webp?updated=1620023306380&width=214,https://www.lezhin.com/ko/comic/ceos_crooked_love
6,6,citrus 시트러스,사부로우타,백합,레진코믹스,"외모는 영락없이 노는 여고생이지만 한 번도 사랑을 해본 적 없는 유즈는, 부모님의 재혼으로 전학가게 된다.남자친구가 안 생겨! 하고 불만이 폭발한 전학 첫날, 검은 머리 미인인 학생회장 메이와 최악의 방식으로 만나게...",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/4520115655147520/images/tall.webp?updated=1627269359550&width=214,https://www.lezhin.com/ko/comic/citrus
7,7,메리 고 라운드,나솔,로맨스,레진코믹스,"열아홉의 우리. 콤플렉스 투성이었던 나와 염치 없이 사랑스러웠던 너희들. 아무것도 할 수 없어 비참했지만 무엇이든 가능할 거라 믿었기에 즐거웠던 그때 그 찬란한 시절로, 메리-고-라운드.",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5274670161854464/images/tall.webp?updated=1608254172775&width=214,https://www.lezhin.com/ko/comic/merry_go_round
8,8,오타쿠에게 사랑은 어려워,후지타,로맨스,레진코믹스,"나루미는 매번 오타쿠라는 이유로 차이고, 그럴 때마다 게임 오타쿠인 히로타카에게 하소연한다. 사귀는 게 아까울 정도로 죽이 잘 맞던 두 사람, 둘의 관계에 변화가 일어나는데! ""나라면 아이템 수집이든 렙업이든 얼마든지 같이...",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/6466786480095232/images/tall.webp?updated=1626671868338&width=214,https://www.lezhin.com/ko/comic/otakoi
9,9,우리사이느은,이연지,로맨스,레진코믹스,"멀어질 수도, 그렇다고 연인이 될 수도 없는 사이. 파스텔 톤처럼 따스하지만, 원색처럼 뜨겁지 못해 애매한 우리. 모두를 두근거리게 할 캠퍼스 로맨스가 시작됩니다.",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/272/images/tall.webp?updated=1602323552147&width=214,https://www.lezhin.com/ko/comic/woori
10,10,천사의 용도,공사,로맨스,레진코믹스,"21세기에 악마를 소환한다는 미친놈들에게 납치당했다. 다행히 제물로 바쳐질뻔한 위기의 순간, 벽이 부서지며 얼굴이 ",0,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5892678096060416/images/tall.webp?updated=1586748326828&width=214,https://www.lezhin.com/ko/comic/angelsuse
11,11,연필의 각도,홍자,로맨스,레진코믹스,"사각사각 연필 깎는 소리, 물감 내음 가득한 미술부에 새로운 선생님이 들어왔다. 훈남인데다가 다정다감하기까지 한 그 사람. 평소 무뚝뚝한 해인이의 마음에 어느새 동경과 호기심이 일기 시작한다. 손맛감성 지닌 하이틴 로맨스 [연필의...",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5849944865636352/images/tall.webp?updated=1628154558737&width=214,https://www.lezhin.com/ko/comic/pencil
12,12,너의 HEART를 나에게 줄래?,비아이,로맨스,레진코믹스,"고등학교 입학식, 초등학교때 첫사랑이 었던 류원하가 싸가지 얼짱이 되어 눈앞에 나타났다! 하지만 원하는 나를 기억하지 못하고 무시하기만 하는데..? 진성유와 류원하의 엇갈리는 풋풋한 학원 로맨스!",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/18/images/tall.webp?updated=1601537286472&width=214,https://www.lezhin.com/ko/comic/giveme_ur_heart
13,13,애프터 커튼콜,"아쌈, 지나",백합,레진코믹스,"뮤덕 소영은 뮤지컬 커튼콜 및 퇴근길 사진을 찍는 찍덕이다. 최근, 좋아하던 뮤지컬 배우가 영상매체로 전향하면서, 본진을 잃었다고 괴로워하던 소영은 친구 완님을 따라 연극을 보러 간다. 그리고 그곳에서 만난 연극배우 재이는...",0,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5952040464613376/images/tall.webp?updated=1628562826440&width=214,https://www.lezhin.com/ko/comic/after_curtain_call
14,14,악마공작의 어린신부,"조은재, 지안",로맨스,레진코믹스,가문의 영애이자 미성년자인 아리엘은 어쩔 수 없이 악마 공작과 결혼한다. 예상은 했지만 신혼 첫날 밤부터 휘몰아치는 '악마'의 온갖 냉대와 무시에 아리엘은 화가 나 버럭 소리를 질러버리지만 되려 방에서 쫓겨나고 만다....,0,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/6203704861851648/images/tall.webp?updated=1628563820129&width=214,https://www.lezhin.com/ko/comic/little_bride
15,15,아가씨와 우렁총각,제이드,로맨스,레진코믹스,남에게 기대는 것을 싫어하는 수하의 인생엔 남자도 연애도 없을 예정. 그런 그녀의 아파트에 어느 날 건장한 총각 태수가 난입한다! 아파트 계약 사기를 당해 갈 곳이 없어진 그는 자칭 게이에 타고난...,15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5310249108766720/images/tall.webp?updated=1610007388299&width=214,https://www.lezhin.com/ko/comic/snail
16,16,내가 널 사랑할 때 [연재],"김용선, 류향",로맨스,레진코믹스,"[원작-류향] 32살의 능력있는 선일 대학병원의 응급의학 전문의인 이영은 동료의 성화에 못이겨 난생처음 소개팅에 나가게 된다. 내키지는 않지만 소개팅남을 차분히 기다리는 도중, 뜻밖에 초등학교 동창이자 현재 이영의 대학병원의 그룹사인 선일그룹 이사장이기도...",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/4957129303195648/images/tall.webp?updated=1626923035959&width=214,https://www.lezhin.com/ko/comic/when_i_love_you
17,17,내가 원하는 건,정,로맨스,레진코믹스,"전쟁 같은 수강신청의 날, 미설은 실수로 어떤 남학생의 수강 신청을 망쳐버리게 되고... 죄책감에 다시는 마주치지 않기를 바랐건만, 운명처럼 교양강의 옆자리에서 마주치는데?! ㅡ 정 작가님이 선사하는 악연과 인연이 넘쳐나는 대학교 로맨스!",0,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/6694684605874176/images/tall.webp?updated=1611882753147&width=214,https://www.lezhin.com/ko/comic/alliwantis
18,18,눈 먼 정원,나윤희,로맨스,레진코믹스,1차 세계 대전을 배경으로 한 명문 가문의 한 남자와 운명적으로 그를 사랑하게 되는 한 여자. 참혹한 전쟁의 기록과 애틋한 사랑의 기억이 얽히며 만들어 낸 한편의 드라마.,15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/216/images/tall.webp?updated=1623812622133&width=214,https://www.lezhin.com/ko/comic/garden_of_the_blind
19,19,별과 하나의 시,"새별숯, 유나물",로맨스,레진코믹스,구독자 10만 시 낭독 방송으로 초 인기 스트리머인 김참새의 정체는 친구도 없이 시집만 읽고 사는 여중생 김하나?! 그런데 그 많은 구독자 중 한 명이 하필 같은 반에 있을 줄이야...! 국어...,0,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5791250995609600/images/tall.webp?updated=1618363369165&width=214,https://www.lezhin.com/ko/comic/sparrow
20,20,이성연애박사,"참새, 반숙",백합,레진코믹스,"이성관계에 고민이 많던 대학생 이레는 홀리듯 발견한 자칭 연애박사의 광고지에 마음을 뺏긴다. 연애의 모든 것을 가르쳐준다는 이 사람, 믿어도 되는 걸까?",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/4535001206489088/images/tall.webp?updated=1550044728387&width=214,https://www.lezhin.com/ko/comic/master_of_love
21,21,속도위반 대표님과 계약 아내 [연재],"kkworld, shibuciyuan, flower",로맨스,레진코믹스,고혜원은 친구의 계략으로 대기업 대표 윤석찬의 아이를 갖게 된다. 그 탓에 재벌가의 약혼녀가 됐지만 정작 상대는 뱃속의 아이한테만 관심을 가질 뿐 그녀에겐 눈길도 주지 않는 듯하다. 그런데 막상 결혼하고 보니...,15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/6480790705209344/images/tall.webp?updated=1620005466771&width=214,https://www.lezhin.com/ko/comic/contract_wife
22,22,구최애로부터 비밀을 사수하라!,"선마, 네치",로맨스,레진코믹스,과거 아이돌 팬픽 작가로 꽤 유명했던 '민아'는 자신의 글 쓰는 능력을 갈고 닦아 비엘 소설 작가로 데뷔하여 성공한다. 그러던 어느 날 자신이 덕질했던 아이돌 '류우빈'이 일반인이 되어 본인의 담당 편집자로...,0,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/6430096279011328/images/tall.webp?updated=1625537303392&width=214,https://www.lezhin.com/ko/comic/exonepick
23,23,그에게 닿기 100일 전,"Wang Jie, KS",로맨스,레진코믹스,"""꼴도 보기 싫은데, 자꾸 신경쓰이는 건 뭐지?"" 톱배우 양지현은 갑작스러운 암 투병으로 1년간 요양을 떠나게 되면서, 자신과 꼭 닮은 지애의 빚을 갚아주는 대신, '양지현'의 대역 연기를 요구하고… 대리결혼까지 하게 된...",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/6000828457025536/images/tall.webp?updated=1623822737220&width=214,https://www.lezhin.com/ko/comic/100days_before
24,24,게임하다 눈맞을 운명입니다 [연재],"zuoxiaoling, kexiaosha",로맨스,레진코믹스,"현실에서도 게임에서도 원탑 서준과 과거 잘 나가는 프로 게이머에서 현재 노답 유저로 전락한 시아. 사람의 만남이란 스치면 우연, 두번째는 인연, 세번째는 운명이라고 했던가! 잘못된 만남을 통해 운명이 되어가는 그들의 게임...",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/6288947252887552/images/tall.webp?updated=1619579344481&width=214,https://www.lezhin.com/ko/comic/destiny_to_love
25,25,언니의 취향,"장진, 콤",백합,레진코믹스,짝사랑 전문 방하정! 매일 하정을 심쿵하게 만드는 그녀는 누구? 아리송한 언니의 취향에 어른의 취향 한스푼까지. 꽁냥꽁냥 치명(?) 백합 로맨스!,0,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/6241627023933440/images/tall.webp?updated=1627355864370&width=214,https://www.lezhin.com/ko/comic/sisters_taste
26,26,하얀데레,"남별, 프릿슈",로맨스,레진코믹스,좋아하는 사람이 괴로워하고 슬퍼하는 걸 즐기는 서우현에게 최근 흥미로운 상대가 생겼다. 바로 같은 반의 하얀. 전혀 다른 반응을 보이는 하얀을 향한 우현의 괴롭힘은 점점 심해져만 가는데... 사실 이 모든 것은...,15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5662308507975680/images/tall.webp?updated=1612428328436&width=214,https://www.lezhin.com/ko/comic/hayandere
27,27,붉은 실을 조심하세요 [연재],"유다, 신지상, 큐민, 천지안",로맨스,레진코믹스,"붉은 실, 이것은 사망플래그다. 그리고 이 세계에서 붉은 실을 볼 수 있는 작중 조연 사제로 빙의하게 된 나, 리안. 그런 내가 소설 속 악당 조연 '아벨'과 붉은 실이 엮이고 만다....",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/6158847089901568/images/tall.webp?updated=1617023844469&width=214,https://www.lezhin.com/ko/comic/be_careful_red_thread
28,28,그녀의 암캐,피토,백합,레진코믹스,학창시절 동경하던 소하 선배를 위해 가윤은 그녀만이 할 수 있는 일을 선택했다. 그녀의 빈 곳을 채워주기 위한 가윤의 선택은 과연?  피토 작가의 2015년 새 야심작!,15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/376/images/tall.webp?updated=1520223436225&width=214,https://www.lezhin.com/ko/comic/her_dog
29,29,안나 이야기,김지효,로맨스,레진코믹스,안나는 대장간에서 검 만드는 일을 한다. 어느 날 단골 손님인 알렉스를 숲속 도적떼로부터 구한 이후 그녀의 평범한 일상이 깨지게 되는데…!,0,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/4907714540535808/images/tall.webp?updated=1622686784640&width=214,https://www.lezhin.com/ko/comic/story_of_anna
30,30,어차피 인간은 다 변태야 [개정판],장미,로맨스,레진코믹스,"[해당 작품은  성인 버전의 일부 장면을 수정한 15세 개정판입니다. 이용에 참고 부탁드립니다.] 어렸을 때부터 인간 강아지를 갖고 싶었던 여자, 장미. 순수하게 보이지만 남몰래 주인님을 꿈꿔왔던 남자, 백구, 이 두 사람의...",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5905291473387520/images/tall.webp?updated=1611897725426&width=214,https://www.lezhin.com/ko/comic/human_pervert_rd
31,31,설레는 기분,쌈바,백합,레진코믹스,백설아. 명실상부한 경영학과 퀸. 백설아는 입학할 때부터 그 존재감이 남달랐다. 일찍이 성적으로 검증된 명석함. 굳이 말이 필요없는 외모. 미모와 지성을 겸비한 재원이란 표현이 딱이랄까? 그리고 백설아는 지금 내 자취방 바로...,0,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/4708028236496896/images/tall.webp?updated=1615776404135&width=214,https://www.lezhin.com/ko/comic/flutter
32,32,우리 아빠가 대표님 이래요 [연재],에코스튜디오,로맨스,레진코믹스,"""아빠라고… 불러도 돼요?"" 아빠 없이 엄마의 손에 홀로 키워진 은호에게 갑자기 나타난 남신 아빠! 그런데… 아빠가 생긴 건 좋지만, 은호의 눈엔 둘의 사이가 조금 미묘해 보인다. 엄마, 아빠와 행복하게 살고싶은...",0,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5203110975045632/images/tall.webp?updated=1625022247301&width=214,https://www.lezhin.com/ko/comic/my_dads_the_boss
33,33,"대표님, 사모님이 도망가요 [연재]","Hongshu, Anyouran",로맨스,레진코믹스,"결혼식 전날, 약혼자의 불륜을 목격한 것도 모자라 사랑하는 가족까지 잃게 된 노신아. 세상이 무너지는 것 같던 그때 그녀 앞에 나타난 권욱진! ""네가 잃은 모든 걸 되찾아 줄 수 있어. 단,...",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/4732211905757184/images/tall.webp?updated=1625022275518&width=214,https://www.lezhin.com/ko/comic/runaway_wife
34,34,이윽고 네가 된다,나카타니 니오,백합,레진코믹스,사람을 좋아하는 마음을 알 수 없어 고민에 빠진 신입생 코이토 유우는 학생회 선배 나나미 토우코가 고백받는 모습을 우연히 보게 된다. 누구의 고백에도 마음이 움직인 적 없다는 토우코에게 공감을 느낀 유우였지만...,15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5249977139068928/images/tall.webp?updated=1617864330537&width=214,https://www.lezhin.com/ko/comic/bloom_into_you
35,35,잠겨진 양호실에서 선생님과,카놀라 유,로맨스,레진코믹스,"""나 지금 발정 중이니까―."" 양호실에서 온기를 갈구하는 듯이 부드럽게, 몇 번이나 입술을 겹치는 히로키. 그는 '여성 의존증'이었다…. 과거의 트라우마로 인해 남자와의 접촉이 두려운 양호 선생님 시호. 하지만 어느 날, 몸이...",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/4755963969798144/images/tall.webp?updated=1609982435763&width=214,https://www.lezhin.com/ko/comic/in_a_looked_room
36,36,사랑할 수 없는 그녀,"zero, Chunfeng Studio, kkworld",로맨스,레진코믹스,“더 이상 사랑 따윈 믿지 않아.” 2년 전 약혼자의 배신으로 결혼식에서 도망친 하수현은 자신은 더 이상 누군가를 사랑할 수 없는 사람이라 여기며 일만 보고 살아 왔다. 하지만 어린 시절부터 자신을...,15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/4535643469840384/images/tall.webp?updated=1623295311178&width=214,https://www.lezhin.com/ko/comic/unloveable_woman
37,37,폭군의 눈물 [연재],"아이스, 팬팬코믹",로맨스,레진코믹스,"""꿈에서 처음으로 눈을 마주한 사람의 눈물을 얻으세요."" 테리사의 모험기는 시간을 거슬러 마을의 모든 원흉이 그녀에게서 비롯되었다는 사람들의 불신, 분노, 미움에서 시작된다. 가족을 잃은 슬픔을 머금고 있는 힘껏 억울함을 호소해보지만, 그들은...",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5688028132868096/images/tall.webp?updated=1628832072958&width=214,https://www.lezhin.com/ko/comic/tyrant_tears
38,38,데일리 위치,성원,백합,레진코믹스,"판타지가 남아 있는 현실 세계에서 생계를 위해 BL 작가로 살고 있는 마녀 미스티와 초보 마녀 이브, 그리고 정체를 알 수 없는 인형 바바야가. 수수께끼의 집단에게 미스티가 잡혀간 순간, 마녀들의 정신사나운...",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5479198263607296/images/tall.webp?updated=1550136511920&width=214,https://www.lezhin.com/ko/comic/dailywitch
39,39,대표님 꼭 안아주세요 [연재],iReader,로맨스,레진코믹스,"우연히 마주친 남자와 보낸 하룻 밤, 그걸로 끝인 줄 알았지만, 계속해서 그와 마주치게 된다. 남자는 그녀에게 끊임없이 구애를 하지만, 자존심 때문에 그를 받아들이지 못한다. 어느날 특별한 사건이 발생하게 되고 그녀는...",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/4655981721092096/images/tall.webp?updated=1619579269175&width=214,https://www.lezhin.com/ko/comic/give_a_big_hug
40,40,잔망스러운 정주임,"이현민, miyune",로맨스,레진코믹스,"넌 주임이고, 난 과장이야! 부하 직원에게 농락당하는 나, 이상한가요? 그치만 날 놀리는 이 여자에게… 자꾸 눈이 간다!♥",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5847030093185024/images/tall.webp?updated=1610943112320&width=214,https://www.lezhin.com/ko/comic/cute_jung
41,41,궁서의 약속 -위장 Ω(오메가)- [연재],시라이시 유키,로맨스,레진코믹스, 작가 시라이시 유키의 최신작! 썩어 빠진 이 세상에서 보잘것없는 나를 구해준 건 질 나쁜 귀족이었다. 절대적인 신분 제도가 존재하는 수인 세계. 노예로 팔릴 위기에 처한 쥐 종족 이로하는 야쿠모의 도움을...,15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/6476282696368128/images/tall.webp?updated=1627355562558&width=214,https://www.lezhin.com/ko/comic/archers_promise
42,42,블루밍 시퀀스,이을,백합,레진코믹스,"우연히 겹쳐버린 개강파티, 서우는 술에 취해 넘어지는 신입생 하영의 손을 붙잡아준다. 서우는 동아리에서 하영을 만날 수 있길 기대해보는데… 다시 만날 기약 없던 작고 귀여운 하영이 영화 동아리 시네소의 방문을 두드리고,...",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5644874802790400/images/tall.webp?updated=1550718000942&width=214,https://www.lezhin.com/ko/comic/blooming
43,43,10년째 차이는 소꿉친구,님니,로맨스,레진코믹스,"소꿉친구인 율과 시호. 시호는 유치원 때부터 꾸준히 율에게 마음을 전하지만, ",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/4834957262979072/images/tall.webp?updated=1575529705989&width=214,https://www.lezhin.com/ko/comic/friend
44,44,황비님의 비밀수업 [연재],"한세람, 톰",로맨스,레진코믹스,대학생 '이 사나'는 아르바이트를 마치고 집으로 가던 중 의문의 목소리를 듣고 의식을 잃는다. 이후 사나는 같은 이름의 '이사나 카스티아'의 몸에 빙의. 중세풍 이세계 감옥의 사형수로 깨어난다. 1시간 안에 탈출하지 못하면...,15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/4562605903773696/images/tall.webp?updated=1617023222360&width=214,https://www.lezhin.com/ko/comic/queens_secret_class
45,45,폐하의 무릎 위 [연재],"은랑호, 이미란, 유소이",로맨스,레진코믹스,"첫사랑에게 버림받은 소녀와 그녀를 버린 황제의 판타지 로맨스! “그는 어린 날 버렸고, 난 말을 잃었다. 황제가 된 그와 재회했을 때, 난 이미 망가져 있었다.” 전쟁고아였던 어린 벨라는 살기 위해 키리스를...",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5888605186752512/images/tall.webp?updated=1615777321351&width=214,https://www.lezhin.com/ko/comic/above_the_knee
46,46,1 더하기 1은,소루,로맨스,레진코믹스,"대학생 성은의 윗집으로 소란스러운 사람이 이사 온다. 그런데 그는 같은 과 동기에 겹치는 수업도 여러 개, 심지어 성은과 앞뒤 글자만 바뀐 이름이다. 무시할 수 없는 우연들로 엮여 떨어지려야 떨어질 수...",0,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5382463174868992/images/tall.webp?updated=1625022219927&width=214,https://www.lezhin.com/ko/comic/oneplusone
47,47,귀여운 그녀 [연재],yoolook media,로맨스,레진코믹스,출세에 눈이 멀어 버린 남자친구는 자신을 버리고 다른 여자와 결혼을 해 버리곤 버젓히 여주인공의 회사 대표로 취임을 하게 된다. 옛남친의 괴롭힘에도 불구하고 꿋꿋이 회사 생활을 이어오던 여주인공 나하은! 어느 날...,15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/6715755718836224/images/tall.webp?updated=1625022327120&width=214,https://www.lezhin.com/ko/comic/cute_girl
48,48,밍기뉴,권계림,로맨스,레진코믹스,어디서든지 사람들 무리 속에 끼어들지 못했던 왕따 연우에겐 항상 위로를 해주는 키다리 아저씨 같은 얼굴 모를 첫사랑이 있다. 그러나 연우는 대학생이 되면서 그 첫사랑과 함께 자신의 흑역사 같은 모든 과거를...,15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5597285332811776/images/tall.webp?updated=1621998471182&width=214,https://www.lezhin.com/ko/comic/minguinho
49,49,5등분의 신부,하루바 네기,로맨스,레진코믹스,"가난한 생활을 하는 고등학교 2학년 우에스기 후타로 앞에 좋은 조건의 가정교사 아르바이트 제안이 날아든다. 그런데 제자는 놀랍게도 동급생!! 심지어 다섯 쌍둥이였다!! 전원 미소녀, 그러나 '낙제 직전', '공부 질색'인 문제아들! 후타로는...",0,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5038297021743104/images/tall.webp?updated=1604555212438&width=214,https://www.lezhin.com/ko/comic/five_equal_parts
50,50,"17세, 오늘부터 동거 시작합니다!","모모타 아코, 우로코",로맨스,레진코믹스,"""친구로 끝낼 생각이었지만…이젠 적당히 봐주지 않겠어!"" 고교 진학을 계기로 동경하던 자취를 시작하게 된 히요리. 부푼 꿈을 안고 문을 여는 순간, 같은 중학교를 졸업한 소꿉친구인 소우시가 눈앞에 나타났다?! 난데없이 시작하게 된...",0,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5408762474528768/images/tall.webp?updated=1619579003874&width=214,https://www.lezhin.com/ko/comic/17_livetogether
51,51,그레이스 길들이기,"서림, 목마",백합,레진코믹스,"시종 헤르타는 자신의 어머니를 매몰차게 쫓아낸 그레이스 가문과 제 아버지를 증오한다. 그러던 어느 날, 자신의 주인 앤드류가 유전병에 걸렸다는 사실을 알게 되고, 죽음을 눈앞에 둔 앤드류는 헤르타를 위해 무엇이든 해주겠다...",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/6332119003299840/images/tall.webp?updated=1589505726210&width=214,https://www.lezhin.com/ko/comic/grace_taming
52,52,메종 드 메이드,"몬냥, 타랑",백합,레진코믹스,"덤벙대는 성격의 실수 연발 신참 메이드 준. 그러나 젊고 우아한 마님은 실수를 눈감아주고, 오히려 준에게 관심을 보인다. 그런 마님에 대한 준의 감정은 동경 이상으로 변해가는데... 빅토리아 시대가 오롯이 담긴 예쁘고...",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5854708112818176/images/tall.webp?updated=1563092895280&width=214,https://www.lezhin.com/ko/comic/madema
53,53,파티션,팀티코지,백합,레진코믹스,케이블 채널 온라인 사업부에 동기로서 함께 입사한 이유나와 한유나 작고 아담한 외모에 보호본능을 일으키며 상냥한 미소와 천사 같은 마음씨로 입사와 동시에 온라인 사업부의 마스코트가 된 기획팀의 이유나. 큰 키에 항상...,0,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5513887310544896/images/tall.webp?updated=1553742006967&width=214,https://www.lezhin.com/ko/comic/partition
54,54,최애에게 들켜버렸다 [연재],레벨,로맨스,레진코믹스,"하필 나의 최애에게 보여서는 안 될 그림을 들켜버렸다?! 마이너도 한순간에 메이저로 만드는 홍예림. 아이돌 연습생 남도윤에게 입덕하다! 겉보기엔 소심하고 낯을 가리는 그녀이지만, 실상은 ‘예화’라는 닉네임을 가진 유명 그림러이다. 반면, 데뷔는커녕...",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5106594942877696/images/tall.webp?updated=1626064602524&width=214,https://www.lezhin.com/ko/comic/my_favorite_caught_me
55,55,살리에르 앤 모차르트,"김수오, 기밥",백합,레진코믹스," …한 소녀가 있다. 인생의 꿈이라 생각한 수영, 죽을만큼 노력해도 재능을 이길 수 없었다. 또다른 소녀가 있다. 인생이 너무 재미가 없어서 시작한 수영. 천재적인 재능을 보이지만, 수영은 한때의 장난질 그 이상...",0,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/6531306575429632/images/tall.webp?updated=1608006772673&width=214,https://www.lezhin.com/ko/comic/salieri_and_mozart
56,56,아가씨가 너무해!,비바,로맨스,레진코믹스,"누가봐도 완벽한 한 쌍, 금수고의 학생회장이자 왕자님인 박신해와 이사장의 손녀이자 공주님이러고 불리는 김춘자에게는 누구에게도 말 못할 비밀이 있다. 무엇 하나 부족해보이지 않는 그들의 비밀이란? 그리고 그들 사이에 흐르기 시작한 핑크빛...",15,null,연재중,유료,https://ccdn.lezhin.com/v2/comics/5866889479258112/images/tall.webp?updated=1615777170930&width=214,https://www.lezhin.com/ko/comic/lady_is_mean
